transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry,day_Friday,day_Monday,day_Thursday,day_Tuesday,day_Wednesday
2164,2023-06-06,3087,8,0,153,139.4,5.699812518167532,45718.14022372034,1,0,0,High,4,1,0,0,0,1,0
2165,2023-06-06,3588,9,0,100,174.33,5.039342935691822,15436.855162997215,1,0,0,High,0,5,0,0,0,1,0
2167,2023-06-06,4747,11,1,212,196.4,3.050071816104968,4476.77451054245,1,0,0,High,4,1,0,0,0,1,0
2168,2023-06-06,2326,11,0,97,139.4,3.050071816104968,2048.335507182159,1,0,0,High,4,1,0,0,0,1,0
2169,2023-06-06,4629,11,1,385,254.21,3.050071816104968,8129.99144603228,1,0,0,High,4,1,0,0,0,1,0
2170,2023-06-06,4747,12,0,61,196.07,5.032331492261176,9350.689439736225,1,0,0,Mid,1,7,0,0,0,1,0
2171,2023-06-06,4747,16,0,124,195.89,5.028809985027971,18941.13991723424,1,0,0,Mid,3,3,0,0,0,1,0
2172,2023-06-06,4747,16,0,1094,198.09,5.028809985027971,167109.7344310827,1,0,0,Mid,3,3,0,0,0,1,0
2173,2023-06-06,193,17,1,155,213.81,5.12354258233456,26029.02913203923,1,0,0,Mid,4,6,0,0,0,1,0
2174,2023-06-06,653,18,0,134,254.21,3.9851775350051817,7208.508439025695,1,0,0,Mid,1,2,0,0,0,1,0
2175,2023-06-07,4700,0,0,29,182.0,4.527462775305779,2683.181792465756,0,0,0,Low,1,7,0,0,0,0,1
2176,2023-06-07,845,1,1,20,151.71,5.109636989491316,3312.2045141670565,1,0,0,Low,0,5,0,0,0,0,1
2177,2023-06-07,1513,3,0,27,221.75,4.0400838985869765,1534.4399876941416,1,0,0,Low,2,0,0,0,0,0,1
2178,2023-06-07,4955,5,0,110,204.04,4.813374467361857,13546.111800739052,1,0,0,High,1,2,0,0,0,0,1
2179,2023-06-07,3588,5,1,13,173.14,4.813374467361857,1600.9041219055243,1,0,0,High,1,2,0,0,0,0,1
2180,2023-06-07,4023,7,1,58,246.0,4.662156037683906,6140.116827438744,1,0,0,High,1,2,0,0,0,0,1
2181,2023-06-07,4747,8,0,185,198.05,5.700054537914284,55293.48468800399,1,0,0,High,4,1,0,0,0,0,1
2182,2023-06-07,1157,8,0,65,170.16,5.700054537914284,19427.44056605546,1,0,0,High,4,1,0,0,0,0,1
2183,2023-06-07,3917,9,0,84,139.4,5.028434143516322,12826.273230709774,1,0,0,High,0,5,0,0,0,0,1
2184,2023-06-07,1513,9,1,74,219.73,5.028434143516322,11299.335941339565,1,0,0,High,0,5,0,0,0,0,1
2185,2023-06-07,3588,10,1,55,172.28,4.447113028711295,4695.905387991778,1,0,0,Mid,2,0,0,0,0,0,1
2186,2023-06-07,193,11,0,345,215.06,3.050071816104968,7285.317010080874,1,0,0,High,4,1,0,0,0,0,1
2187,2023-06-07,203,11,0,91,139.4,3.050071816104968,1921.634341789448,1,0,0,High,4,1,0,0,0,0,1
2188,2023-06-07,4283,12,0,232,232.0,5.024140150996538,35273.156786256295,0,0,0,Mid,1,7,0,0,0,0,1
2189,2023-06-07,4296,12,0,45,139.4,5.024140150996538,6841.776100782471,1,0,0,Mid,1,7,0,0,0,0,1
2191,2023-06-07,2439,16,0,42,139.4,4.980283430159216,6111.656011628483,1,0,0,Mid,3,3,0,0,0,0,1
2192,2023-06-07,2716,17,0,312,139.4,5.105857367960207,51475.46450599445,1,0,0,Mid,4,6,0,0,0,0,1
2193,2023-06-07,193,17,0,60,213.59,5.105857367960207,9899.127789614318,1,0,0,Mid,4,6,0,0,0,0,1
2194,2023-06-07,4519,17,1,113,225.94,5.105857367960207,18643.357337106965,0,0,0,Mid,4,6,0,0,0,0,1
2195,2023-06-07,3938,18,0,65,172.86,3.986709182023693,3502.024300719824,1,0,0,Mid,1,2,0,0,0,0,1
2196,2023-06-07,4747,19,0,216,198.1,4.302741567975683,15962.858766312056,1,0,0,Mid,1,2,0,0,0,0,1
2197,2023-06-08,363,5,1,97,254.21,4.804121022158411,11835.183191994543,1,0,0,High,1,2,0,0,1,0,0
2198,2023-06-08,3938,5,1,123,172.34,4.804121022158411,15007.500336240506,1,0,0,High,1,2,0,0,1,0,0
2199,2023-06-08,3588,5,1,45,171.36,4.804121022158411,5490.548903502624,1,0,0,High,1,2,0,0,1,0,0
2200,2023-06-08,4747,5,0,200,198.1,4.804121022158411,24402.439571122773,1,0,0,High,1,2,0,0,1,0,0
2201,2023-06-08,4955,5,0,51,203.33,4.804121022158411,6222.622090636307,1,0,0,High,1,2,0,0,1,0,0
2202,2023-06-08,4270,7,0,128,139.4,4.663011179096023,13562.195291111946,1,0,0,High,1,2,0,0,1,0,0
2203,2023-06-08,280,8,0,123,175.25,5.701546885726021,36817.59891027745,0,0,0,High,4,1,0,0,1,0,0
2204,2023-06-08,4955,9,0,247,203.53,5.0207429443404665,37426.38743336408,1,0,0,High,0,5,0,0,1,0,0
2205,2023-06-08,1189,11,0,143,254.21,2.9454908419684487,2719.859414825459,1,0,0,High,4,1,0,0,1,0,0
2206,2023-06-08,3665,11,0,588,254.21,2.9454908419684487,11183.757593827764,1,0,0,High,4,1,0,0,1,0,0
2207,2023-06-08,2707,11,1,20,250.0,2.9454908419684487,380.3999181574069,1,0,0,High,4,1,0,0,1,0,0
2208,2023-06-08,4955,11,1,241,203.71,2.9454908419684487,4583.819013796753,1,0,0,High,4,1,0,0,1,0,0
2209,2023-06-08,4747,12,0,75,197.8,5.017029039136485,11322.160072430182,1,0,0,Mid,1,7,0,0,1,0,0
2210,2023-06-08,3853,17,0,64,139.4,5.072735674458944,10215.06384974036,1,0,0,Mid,4,6,0,0,1,0,0
2211,2023-06-08,3938,17,1,26,170.81,5.072735674458944,4149.869688957021,1,0,0,Mid,4,6,0,0,1,0,0
2212,2023-06-08,3227,17,0,63,139.4,5.072735674458944,10055.453477088167,1,0,0,Mid,4,6,0,0,1,0,0
2213,2023-06-08,4747,18,0,19,197.37,4.000906159039434,1038.305294197698,1,0,0,Mid,1,2,0,0,1,0,0
2215,2023-06-08,3588,18,0,119,169.96,4.000906159039434,6503.070000501372,1,0,0,Mid,1,2,0,0,1,0,0
2217,2023-06-09,3623,5,0,245,139.4,4.78533507822027,29336.66238542785,0,0,0,High,1,2,1,0,0,0,0
2218,2023-06-09,4210,7,0,304,254.21,4.674693751465488,32588.71862028836,1,0,0,High,1,2,1,0,0,0,0
2219,2023-06-09,4762,8,0,115,243.5,5.752828650842717,36234.27522255241,1,0,0,High,4,1,1,0,0,0,0
2220,2023-06-09,182,9,0,2375,254.21,5.01884434867253,359186.5121966441,1,0,0,High,0,5,1,0,0,0,0
2221,2023-06-09,227,9,0,62,150.85,5.01884434867253,9376.658423659765,1,0,0,High,0,5,1,0,0,0,0
2222,2023-06-09,4747,11,1,233,197.46,2.9387464361102067,4401.870704547849,1,0,0,High,4,1,1,0,0,0,0
2223,2023-06-09,4747,11,1,104,197.24,2.9387464361102067,1964.783490441958,1,0,0,High,4,1,1,0,0,0,0
2224,2023-06-09,637,12,0,289,190.17,5.037848027001627,44545.86961416597,1,0,0,Mid,1,7,1,0,0,0,0
2225,2023-06-09,4747,12,0,104,197.01,5.037848027001627,16030.34754281405,1,0,0,Mid,1,7,1,0,0,0,0
2226,2023-06-09,4747,12,1,58,196.68,5.037848027001627,8940.001514261681,1,0,0,Mid,1,7,1,0,0,0,0
2227,2023-06-09,4235,17,0,150,150.0,5.051632920554562,23441.616735052576,1,0,0,Mid,4,6,1,0,0,0,0
2228,2023-06-09,3938,17,0,93,170.01,5.051632920554562,14533.802375732595,1,0,0,Mid,4,6,1,0,0,0,0
2229,2023-06-09,4354,17,0,68,152.4,5.051632920554562,10626.866253223834,1,0,0,Mid,4,6,1,0,0,0,0
2230,2023-06-09,4747,17,1,120,196.5,5.051632920554562,18753.29338804206,1,0,0,Mid,4,6,1,0,0,0,0
2231,2023-06-09,3588,17,1,86,169.36,5.051632920554562,13439.860261430144,1,0,0,Mid,4,6,1,0,0,0,0
2232,2023-06-09,4747,17,1,103,196.28,5.051632920554562,16096.5768247361,1,0,0,Mid,4,6,1,0,0,0,0
2235,2023-06-12,1497,0,0,70,139.4,4.547973696382107,6610.859392783426,1,0,0,Low,1,7,0,1,0,0,0
2236,2023-06-12,4955,4,0,152,203.47,4.343815283645376,11704.115422979105,1,0,0,Low,1,4,0,1,0,0,0
2237,2023-06-12,4747,5,1,59,195.95,4.798501937180561,7158.382889944545,1,0,0,High,1,2,0,1,0,0,0
2238,2023-06-12,845,5,0,165,152.09,4.798501937180561,20019.20638713305,1,0,0,High,1,2,0,1,0,0,0
2239,2023-06-12,2426,5,0,184,190.96,4.798501937180561,22324.44833474231,1,0,0,High,1,2,0,1,0,0,0
2240,2023-06-12,4747,5,0,217,196.0,4.798501937180561,26328.28961216892,1,0,0,High,1,2,0,1,0,0,0
2241,2023-06-12,3464,5,0,417,254.21,4.798501937180561,50593.99432384534,1,0,0,High,1,2,0,1,0,0,0
2242,2023-06-12,182,5,1,264,254.21,4.798501937180561,32030.73021941288,1,0,0,High,1,2,0,1,0,0,0
2243,2023-06-12,4747,6,0,50,195.66,4.916752117487907,6827.918330792184,1,0,0,Mid,1,2,0,1,0,0,0
2244,2023-06-12,1797,7,0,122,210.0,4.663281475065544,12929.961831121704,1,0,0,High,1,2,0,1,0,0,0
2245,2023-06-12,3588,8,0,163,169.32,5.772210446435655,52363.2687911946,1,0,0,High,4,1,0,1,0,0,0
2246,2023-06-12,4955,11,0,374,204.25,2.9939810031383174,7466.911960983552,1,0,0,High,4,1,0,1,0,0,0
2247,2023-06-12,4955,12,1,22,203.42,5.018737315964654,3326.845275821933,1,0,0,Mid,1,7,0,1,0,0,0
2248,2023-06-12,4747,12,0,141,195.53,5.018737315964654,21322.05381322239,1,0,0,Mid,1,7,0,1,0,0,0
2249,2023-06-12,203,12,0,281,139.4,5.018737315964654,42492.88738663469,1,0,0,Mid,1,7,0,1,0,0,0
2251,2023-06-12,4519,17,1,47,223.1,5.06181695172195,7420.224215535291,0,0,0,Mid,4,6,0,1,0,0,0
2252,2023-06-12,474,17,0,26,237.06,5.06181695172195,4104.804885189736,1,0,0,Mid,4,6,0,1,0,0,0
2253,2023-06-12,639,17,0,145,145.0,5.06181695172195,22892.181090481216,1,0,0,Mid,4,6,0,1,0,0,0
2254,2023-06-12,172,18,0,235,235.0,3.9776476428902687,12546.9533864098,1,0,0,Mid,1,2,0,1,0,0,0
2256,2023-06-13,182,2,0,84,254.21,2.749613514176613,1313.4733413357394,1,0,0,Low,4,6,0,0,0,1,0
2257,2023-06-13,4747,5,0,110,195.33,4.844324948627576,13971.926067263565,1,0,0,High,1,2,0,0,0,1,0
2258,2023-06-13,4747,5,1,104,195.11,4.844324948627576,13209.821009049188,1,0,0,High,1,2,0,0,0,1,0
2259,2023-06-13,4700,5,0,109,176.38,4.844324948627576,13844.908557561168,0,0,0,High,1,2,0,0,0,1,0
2260,2023-06-13,2946,7,0,86,192.2,4.658271631408916,9069.014911396793,1,0,0,High,1,2,0,0,0,1,0
2261,2023-06-13,3938,7,0,124,169.79,4.658271631408916,13076.254058293049,1,0,0,High,1,2,0,0,0,1,0
2262,2023-06-13,193,7,1,315,214.54,4.658271631408916,33217.90345453476,1,0,0,High,1,2,0,0,0,1,0
2263,2023-06-13,2927,8,0,62,139.4,5.759415971130888,19664.10863151497,1,0,0,High,4,1,0,0,0,1,0
2264,2023-06-13,4955,8,1,29,202.63,5.759415971130888,9197.728230869903,1,0,0,High,4,1,0,0,0,1,0
2265,2023-06-13,883,9,0,99,254.21,5.085685687696754,16007.386290141354,1,0,0,High,0,5,0,0,0,1,0
2266,2023-06-13,2970,9,0,895,254.21,5.085685687696754,144713.23969370214,1,0,0,High,0,5,0,0,0,1,0
2267,2023-06-13,3588,9,0,49,168.48,5.085685687696754,7922.847759766932,1,0,0,High,0,5,0,0,0,1,0
2268,2023-06-13,2686,11,0,222,222.0,3.016569283367672,4533.486935169261,1,0,0,High,4,1,0,0,0,1,0
2269,2023-06-13,4296,11,0,133,139.4,3.016569283367672,2716.00793863744,1,0,0,High,4,1,0,0,0,1,0
2270,2023-06-13,4955,11,1,279,202.97,3.016569283367672,5697.490337442449,1,0,0,High,4,1,0,0,0,1,0
2271,2023-06-13,193,11,1,145,213.9,3.016569283367672,2961.061286484427,1,0,0,High,4,1,0,0,0,1,0
2272,2023-06-13,4955,11,0,273,203.29,3.016569283367672,5574.963663518956,1,0,0,High,4,1,0,0,0,1,0
2273,2023-06-13,1513,12,1,160,214.67,5.02260068996478,24288.89442214741,1,0,0,Mid,1,7,0,0,0,1,0
2274,2023-06-13,684,12,0,35,139.4,5.02260068996478,5313.195654844746,1,0,0,Mid,1,7,0,0,0,1,0
2275,2023-06-13,584,12,0,335,254.21,5.02260068996478,50854.87269637114,1,0,0,Mid,1,7,0,0,0,1,0
2276,2023-06-13,1513,12,0,67,212.75,5.02260068996478,10170.974539274228,1,0,0,Mid,1,7,0,0,0,1,0
2277,2023-06-13,4747,16,1,159,195.03,4.9560827715627225,22583.774248068334,1,0,0,Mid,3,3,0,0,0,1,0
2278,2023-06-13,4747,17,1,60,194.71,5.081596809653834,9661.859194396411,1,0,0,Mid,4,6,0,0,0,1,0
2279,2023-06-13,1157,17,1,275,171.97,5.081596809653834,44283.52130765023,1,0,0,Mid,4,6,0,0,0,1,0
2280,2023-06-13,3588,17,0,103,168.02,5.081596809653834,16586.191617047174,1,0,0,Mid,4,6,0,0,0,1,0
2281,2023-06-14,193,5,1,659,217.98,4.826325799048564,82211.40624736335,1,0,0,High,1,2,0,0,0,0,1
2282,2023-06-14,1157,5,0,41,169.75,4.826325799048564,5114.8219364823935,1,0,0,High,1,2,0,0,0,0,1
2283,2023-06-14,4955,5,0,1035,207.0,4.826325799048564,129118.06595754335,1,0,0,High,1,2,0,0,0,0,1
2284,2023-06-14,3588,5,1,561,170.73,4.826325799048564,69985.73430162495,1,0,0,High,1,2,0,0,0,0,1
2285,2023-06-14,1513,7,0,41,210.55,4.647844912563539,4278.753377746927,1,0,0,High,1,2,0,0,0,0,1
2286,2023-06-14,4747,8,0,110,194.52,5.759415971130888,34887.93466881688,1,0,0,High,4,1,0,0,0,0,1
2287,2023-06-14,4747,8,1,493,195.21,5.759415971130888,156361.3799247884,1,0,0,High,4,1,0,0,0,0,1
2288,2023-06-14,4747,9,0,156,195.12,5.073834939428269,24926.604021415907,1,0,0,High,0,5,0,0,0,0,1
2289,2023-06-14,4586,10,0,47,139.4,4.434667339926819,3963.2312416394816,1,0,0,Mid,2,0,0,0,0,0,1
2290,2023-06-14,474,10,0,331,242.59,4.434667339926819,27911.26682941848,1,0,0,Mid,2,0,0,0,0,0,1
2291,2023-06-14,637,11,0,233,196.29,2.977106829742654,4574.008730519356,1,0,0,High,4,1,0,0,0,0,1
2292,2023-06-14,57,11,0,982,254.21,2.977106829742654,19277.58185995711,1,0,0,High,4,1,0,0,0,0,1
2293,2023-06-14,4700,12,0,152,174.64,5.036439738426685,23395.997957764303,0,0,0,Mid,1,7,0,0,0,0,1
2294,2023-06-14,1513,12,1,94,209.08,5.036439738426685,14468.57768440687,1,0,0,Mid,1,7,0,0,0,0,1
2295,2023-06-14,193,14,1,59,216.54,2.8713587263389497,1041.9989037450507,1,0,0,Low,1,7,0,0,0,0,1
2296,2023-06-14,4747,17,1,27,194.73,5.087427422637948,4373.261238706735,1,0,0,Mid,4,6,0,0,0,0,1
2297,2023-06-14,4747,17,0,278,194.92,5.087427422637948,45028.39349483231,1,0,0,Mid,4,6,0,0,0,0,1
2298,2023-06-14,4519,17,1,77,220.81,5.087427422637948,12471.893162237726,0,0,0,Mid,4,6,0,0,0,0,1
2299,2023-06-14,4747,18,1,100,194.7,4.014186343582794,5537.821822368172,1,0,0,Mid,1,2,0,0,0,0,1
2300,2023-06-15,4955,5,1,303,207.43,4.766846904315253,35617.04911141998,1,0,0,High,1,2,0,0,1,0,0
2301,2023-06-15,4461,5,0,380,204.0,4.766846904315253,44668.246410361695,1,0,0,High,1,2,0,0,1,0,0
2302,2023-06-15,2663,5,0,278,254.21,4.766846904315253,32678.348689685663,1,0,0,High,1,2,0,0,1,0,0
2303,2023-06-15,1157,5,1,140,169.25,4.766846904315253,16456.722361712204,1,0,0,High,1,2,0,0,1,0,0
2304,2023-06-15,1151,5,1,96,155.0,4.766846904315253,11284.609619459798,1,0,0,High,1,2,0,0,1,0,0
2306,2023-06-15,537,5,1,103,139.4,4.766846904315253,12107.445737545408,1,0,0,High,1,2,0,0,1,0,0
2307,2023-06-15,4955,7,0,176,207.29,4.65112401656923,18427.6588189028,1,0,0,High,1,2,0,0,1,0,0
2308,2023-06-15,4959,11,0,38,139.4,2.967064685249414,738.5219655353825,1,0,0,High,4,1,0,0,1,0,0
2309,2023-06-15,4747,11,0,154,194.61,2.967064685249414,2992.957439274971,1,0,0,High,4,1,0,0,1,0,0
2310,2023-06-15,1895,11,0,89,139.4,2.967064685249414,1729.6961824381326,1,0,0,High,4,1,0,0,1,0,0
2311,2023-06-15,366,11,1,109,185.86,2.967064685249414,2118.3919537725446,1,0,0,High,4,1,0,0,1,0,0
2312,2023-06-15,2844,12,0,290,254.21,5.036538100479432,44641.4921796474,1,0,0,Mid,1,7,0,0,1,0,0
2313,2023-06-15,3169,12,0,30,139.4,5.036538100479432,4618.085397894559,1,0,0,Mid,1,7,0,0,1,0,0
2314,2023-06-15,4747,12,0,75,194.34,5.036538100479432,11545.213494736396,1,0,0,Mid,1,7,0,0,1,0,0
2315,2023-06-15,193,17,0,167,216.09,5.070091019863345,26584.532276707563,1,0,0,Mid,4,6,0,0,1,0,0
2316,2023-06-15,3588,17,1,192,170.88,5.070091019863345,30564.25267741229,1,0,0,Mid,4,6,0,0,1,0,0
2317,2023-06-15,3623,17,0,450,167.71,5.070091019863345,71634.96721268505,0,0,0,Mid,4,6,0,0,1,0,0
2318,2023-06-15,2352,17,1,127,204.0,5.070091019863345,20216.979635580003,1,0,0,Mid,4,6,0,0,1,0,0
2319,2023-06-15,574,17,0,160,160.0,5.070091019863345,25470.21056451024,1,0,0,Mid,4,6,0,0,1,0,0
2320,2023-06-15,3588,19,1,31,169.93,4.3090557529276925,2305.477188956543,1,0,0,Mid,1,2,0,0,1,0,0
2321,2023-06-16,3588,5,1,187,170.04,4.767821135167675,22002.904624729388,1,0,0,High,1,2,1,0,0,0,0
2322,2023-06-16,2263,5,0,40,139.4,4.767821135167675,4706.503663043719,1,0,0,High,1,2,1,0,0,0,0
2323,2023-06-16,4519,5,1,158,219.85,4.767821135167675,18590.68946902269,0,0,0,High,1,2,1,0,0,0,0
2324,2023-06-16,845,5,0,151,152.06,4.767821135167675,17767.05132799004,1,0,0,High,1,2,1,0,0,0,0
2325,2023-06-16,3026,5,0,27,139.4,4.767821135167675,3176.88997255451,1,0,0,High,1,2,1,0,0,0,0
2326,2023-06-16,4955,7,1,232,207.4,4.631261937879467,23813.294819191426,1,0,0,High,1,2,1,0,0,0,0
2327,2023-06-16,3588,7,0,201,170.25,4.631261937879467,20631.345942489123,1,0,0,High,1,2,1,0,0,0,0
2328,2023-06-16,1575,7,0,58,139.4,4.631261937879467,5953.323704797856,1,0,0,High,1,2,1,0,0,0,0
2329,2023-06-16,2947,8,0,140,140.0,5.75534152732227,44222.27719053249,0,0,0,High,4,1,1,0,0,0,0
2330,2023-06-16,4747,9,1,195,194.34,5.001141608670843,28973.623691985056,1,0,0,High,0,5,1,0,0,0,0
2331,2023-06-16,4747,10,0,50,194.01,4.419649410025129,4153.3578869986,1,0,0,Mid,2,0,1,0,0,0,0
2332,2023-06-16,1494,11,0,510,254.21,2.990354217879917,10145.291077803486,1,0,0,High,4,1,1,0,0,0,0
2333,2023-06-16,1835,11,1,59,178.0,2.990354217879917,1173.6709286086386,1,0,0,High,4,1,1,0,0,0,0
2334,2023-06-16,4955,11,1,37,206.65,2.990354217879917,736.0309213308411,1,0,0,High,4,1,1,0,0,0,0
2335,2023-06-16,3830,12,0,128,139.4,5.031931218889886,19613.266584610297,1,0,0,Mid,1,7,1,0,0,0,0
2336,2023-06-16,2920,14,0,72,139.4,2.8575446319680307,1254.1467639458997,1,0,0,Low,1,7,1,0,0,0,0
2337,2023-06-16,182,17,0,43,254.21,5.046028872884948,6682.376645967053,1,0,0,Mid,4,6,1,0,0,0,0
2338,2023-06-16,1157,17,0,163,169.15,5.046028872884948,25330.869611456503,1,0,0,Mid,4,6,1,0,0,0,0
2339,2023-06-16,3227,17,1,63,139.4,5.046028872884948,9790.458806881965,1,0,0,Mid,4,6,1,0,0,0,0
2340,2023-06-19,1185,4,0,17,254.21,4.383731116929728,1362.3200725675124,0,0,0,Low,1,4,0,1,0,0,0
2342,2023-06-19,1185,5,1,62,254.21,4.842700052957136,7862.299799660506,0,0,0,High,1,2,0,1,0,0,0
2343,2023-06-19,4023,5,0,63,241.18,4.842700052957136,7989.111086751805,1,0,0,High,1,2,0,1,0,0,0
2344,2023-06-19,4747,5,1,195,193.8,4.842700052957136,24728.2009828032,1,0,0,High,1,2,0,1,0,0,0
2346,2023-06-19,4519,5,0,176,219.18,4.842700052957136,22318.786528068533,0,0,0,High,1,2,0,1,0,0,0
2347,2023-06-19,510,5,0,601,254.21,4.842700052957136,76213.5835418704,1,0,0,High,1,2,0,1,0,0,0
2348,2023-06-19,1595,5,0,217,217.0,4.842700052957136,27518.04929881177,1,0,0,High,1,2,0,1,0,0,0
2349,2023-06-19,4955,6,1,130,206.31,4.854755253869255,16685.405669661803,1,0,0,Mid,1,2,0,1,0,0,0
2350,2023-06-19,4023,6,1,149,238.82,4.854755253869255,19124.041882920068,1,0,0,Mid,1,2,0,1,0,0,0
2351,2023-06-19,3938,8,1,312,171.21,5.72211893475317,95332.12465053848,1,0,0,High,4,1,0,1,0,0,0
2352,2023-06-19,4023,8,1,534,246.2,5.72211893475317,163164.59795957548,1,0,0,High,4,1,0,1,0,0,0
2353,2023-06-19,2461,9,0,95,139.4,5.002521005799105,14134.83924740318,1,0,0,High,0,5,0,1,0,0,0
2354,2023-06-19,3588,9,0,251,170.79,5.002521005799105,37345.73316945472,1,0,0,High,0,5,0,1,0,0,0
2355,2023-06-19,1590,11,0,360,254.21,3.0171638272430927,7355.972584011324,1,0,0,High,4,1,0,1,0,0,0
2356,2023-06-19,4955,11,0,117,205.93,3.0171638272430927,2390.6910898036804,1,0,0,High,4,1,0,1,0,0,0
2357,2023-06-19,2871,11,0,152,139.4,3.0171638272430927,3105.855091027004,1,0,0,High,4,1,0,1,0,0,0
2358,2023-06-19,4747,12,0,15,193.39,5.024326070570683,2281.0160797118547,1,0,0,Mid,1,7,0,1,0,0,0
2359,2023-06-19,4090,12,0,137,139.4,5.024326070570683,20833.28019470161,0,0,0,Mid,1,7,0,1,0,0,0
2360,2023-06-20,637,5,1,194,196.0,4.836183106418171,24441.58503906552,1,0,0,High,1,2,0,0,0,1,0
2362,2023-06-20,3588,5,0,227,171.16,4.836183106418171,28599.17424674161,1,0,0,High,1,2,0,0,0,1,0
2363,2023-06-20,869,5,0,600,254.21,4.836183106418171,75592.53104865624,1,0,0,High,1,2,0,0,0,1,0
2364,2023-06-20,4955,5,1,321,206.42,4.836183106418171,40442.00411103109,1,0,0,High,1,2,0,0,0,1,0
2365,2023-06-20,4519,7,0,117,217.66,4.744765766768768,13452.76179092742,0,0,0,High,1,2,0,0,0,1,0
2366,2023-06-20,3772,7,0,621,212.25,4.744765766768768,71403.12027492248,1,0,0,High,1,2,0,0,0,1,0
2367,2023-06-20,4644,11,0,610,254.21,3.032658071207768,12658.915498144128,1,0,0,High,4,1,0,0,0,1,0
2368,2023-06-20,4955,11,0,115,206.03,3.032658071207768,2386.5168562075,1,0,0,High,4,1,0,0,0,1,0
2369,2023-06-20,4747,11,0,57,193.09,3.032658071207768,1182.8822678593694,1,0,0,High,4,1,0,0,0,1,0
2370,2023-06-20,4747,11,1,172,193.04,3.032658071207768,3569.399124066869,1,0,0,High,4,1,0,0,0,1,0
2371,2023-06-20,981,12,0,33,139.4,5.039748801373063,5096.23016903194,1,0,0,Mid,1,7,0,0,0,1,0
2372,2023-06-20,1513,16,0,82,212.79,4.941892846132918,11482.87522204767,1,0,0,Mid,3,3,0,0,0,1,0
2373,2023-06-20,3699,17,0,92,254.21,5.0095252035877404,13784.689250713507,1,0,0,Mid,4,6,0,0,0,1,0
2374,2023-06-20,1513,17,1,26,210.51,5.0095252035877404,3895.6730491146873,1,0,0,Mid,4,6,0,0,0,1,0
2375,2023-06-21,1157,3,1,18,166.71,3.986031608843844,969.1344627773814,1,0,0,Low,2,0,0,0,0,0,1
2376,2023-06-21,3588,4,1,53,170.38,4.352690603617301,4117.421995185728,1,0,0,Low,1,4,0,0,0,0,1
2377,2023-06-21,193,5,1,183,215.79,4.7820500573412685,21840.82513785973,1,0,0,High,1,2,0,0,0,0,1
2378,2023-06-21,3914,8,1,191,200.2,5.730149453967509,58830.92211780284,1,0,0,High,4,1,0,0,0,0,1
2379,2023-06-21,3588,9,1,86,169.83,4.989246540760274,12627.014894503596,1,0,0,High,0,5,0,0,0,0,1
2380,2023-06-21,4955,11,1,99,205.57,3.083563108339454,2161.7707542691046,1,0,0,High,4,1,0,0,0,0,1
2381,2023-06-21,4747,11,0,324,193.33,3.083563108339454,7074.886104880707,1,0,0,High,4,1,0,0,0,0,1
2382,2023-06-21,4747,11,0,48,193.01,3.083563108339454,1048.1312747971415,1,0,0,High,4,1,0,0,0,0,1
2383,2023-06-21,428,12,0,87,139.4,5.025129483714825,13240.526603382346,0,0,0,Mid,1,7,0,0,0,0,1
2384,2023-06-21,4747,12,0,184,192.99,5.025129483714825,28002.95281634887,1,0,0,Mid,1,7,0,0,0,0,1
2385,2023-06-21,3339,12,0,67,254.21,5.025129483714825,10196.727384213991,1,0,0,Mid,1,7,0,0,0,0,1
2386,2023-06-21,3938,15,0,197,171.47,4.167867956964322,12721.791723018338,1,0,0,Low,1,4,0,0,0,0,1
2387,2023-06-21,4747,16,0,19,192.6,4.92278835142593,2610.3179963897974,1,0,0,Mid,3,3,0,0,0,0,1
2388,2023-06-21,2894,17,0,285,254.21,5.03081592751744,43621.48607280279,1,0,0,Mid,4,6,0,0,0,0,1
2389,2023-06-21,4023,17,1,51,241.44,5.03081592751744,7805.950139343657,1,0,0,Mid,4,6,0,0,0,0,1
2390,2023-06-21,1513,17,1,181,210.16,5.03081592751744,27703.470102376505,1,0,0,Mid,4,6,0,0,0,0,1
2391,2023-06-21,4023,17,0,102,238.12,5.03081592751744,15611.900278687312,1,0,0,Mid,4,6,0,0,0,0,1
2392,2023-06-21,190,18,0,99,139.4,4.03971832069173,5624.223487217011,1,0,0,Mid,1,2,0,0,0,0,1
2393,2023-06-22,4023,5,1,185,236.88,4.766035577168981,21728.746845236805,1,0,0,High,1,2,0,0,1,0,0
2394,2023-06-22,182,5,0,138,254.21,4.766035577168981,16208.47061969016,1,0,0,High,1,2,0,0,1,0,0
2395,2023-06-22,4747,5,0,104,192.4,4.766035577168981,12215.079307592585,1,0,0,High,1,2,0,0,1,0,0
2396,2023-06-22,3765,5,0,43,139.4,4.766035577168981,5050.465482946934,1,0,0,High,1,2,0,0,1,0,0
2397,2023-06-22,4955,5,1,400,206.4,4.766035577168981,46981.07425997147,1,0,0,High,1,2,0,0,1,0,0
2398,2023-06-22,1494,5,1,154,254.21,4.766035577168981,18087.713590089017,1,0,0,High,1,2,0,0,1,0,0
2399,2023-06-22,3938,5,0,17,169.95,4.766035577168981,1996.695656048788,1,0,0,High,1,2,0,0,1,0,0
