transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,cumulative_portfolio_value,date_obj,date,customer_key,account_type,avg_trade_size_baseline,stock_key,company_name,liquidity_tier,sector,industry,date_key,day,month,month_name,quarter,year,day_of_week,day_name,is_weekend,is_holiday,stock_price
1492,2023-04-17,3938,STK008,BUY,49,182.68,344110.2,2023-04-17,2023-04-17,3938,Retail,139.96661370427694,8,STK008 Corp,High,Energy,Oil & Gas,20230417,17,4,April,2,2023,1,Monday,False,False,132.87585433249666
1493,2023-04-17,4955,STK009,BUY,404,218.21,1485789.09,2023-04-17,2023-04-17,4955,Retail,171.5073063101831,9,STK009 Corp,High,Technology,Hardware,20230417,17,4,April,2,2023,1,Monday,False,False,7164.3328885400315
1494,2023-04-17,3938,STK009,BUY,23,180.36,351055.42,2023-04-17,2023-04-17,3938,Retail,139.96661370427694,9,STK009 Corp,High,Technology,Hardware,20230417,17,4,April,2,2023,1,Monday,False,False,7164.3328885400315
1496,2023-04-17,4716,STK010,BUY,199,225.29,203182.94,2023-04-17,2023-04-17,4716,Retail,121.20678031273908,10,STK010 Corp,High,Consumer,Retail,20230417,17,4,April,2,2023,1,Monday,False,False,137.1283950583756
1497,2023-04-17,4747,STK012,BUY,14,205.36,2727141.93,2023-04-17,2023-04-17,4747,Retail,57.23133521042849,12,STK012 Corp,High,Technology,Hardware,20230417,17,4,April,2,2023,1,Monday,False,False,21.88494831756148
1498,2023-04-17,193,STK012,SELL,186,202.18,722646.66,2023-04-17,2023-04-17,193,Retail,144.2523545284706,12,STK012 Corp,High,Technology,Hardware,20230417,17,4,April,2,2023,1,Monday,False,False,21.88494831756148
1500,2023-04-17,193,STK015,BUY,59,200.1,723878.99,2023-04-17,2023-04-17,193,Retail,144.2523545284706,15,STK015 Corp,Low,Energy,Utilities,20230417,17,4,April,2,2023,1,Monday,False,False,20.886879153172654
1501,2023-04-17,2658,STK018,BUY,87,87.0,12982.62,2023-04-17,2023-04-17,2658,Retail,132.79730091145154,18,STK018 Corp,Mid,Technology,Software,20230417,17,4,April,2,2023,1,Monday,False,False,149.22551813171674
1502,2023-04-17,4822,STK018,BUY,490,490.0,73120.5,2023-04-17,2023-04-17,4822,Retail,186.44668432736697,18,STK018 Corp,Mid,Technology,Software,20230417,17,4,April,2,2023,1,Monday,False,False,149.22551813171674
1503,2023-04-18,4747,STK002,SELL,29,205.1,2769118.61,2023-04-18,2023-04-18,4747,Retail,57.23133521042849,2,STK002 Corp,Low,Consumer,Retail,20230418,18,4,April,2,2023,2,Tuesday,False,False,160.17692633443966
1504,2023-04-18,3588,STK003,SELL,3,187.3,1213459.6,2023-04-18,2023-04-18,3588,Retail,89.65649662061958,3,STK003 Corp,Low,Technology,Software,20230418,18,4,April,2,2023,2,Tuesday,False,False,13.753837477205318
1505,2023-04-18,4747,STK006,BUY,69,204.6,2778530.8,2023-04-18,2023-04-18,4747,Retail,57.23133521042849,6,STK006 Corp,High,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,136.40849442831637
1506,2023-04-18,4955,STK006,BUY,318,218.86,1536502.44,2023-04-18,2023-04-18,4955,Retail,171.5073063101831,6,STK006 Corp,High,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,136.40849442831637
1507,2023-04-18,3588,STK006,SELL,54,185.82,1206093.55,2023-04-18,2023-04-18,3588,Retail,89.65649662061958,6,STK006 Corp,High,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,136.40849442831637
1508,2023-04-18,4955,STK006,SELL,626,221.52,1451110.72,2023-04-18,2023-04-18,4955,Retail,171.5073063101831,6,STK006 Corp,High,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,136.40849442831637
1509,2023-04-18,3938,STK006,BUY,41,178.37,353115.78,2023-04-18,2023-04-18,3938,Retail,139.96661370427694,6,STK006 Corp,High,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,136.40849442831637
1511,2023-04-18,4023,STK009,SELL,62,243.68,470101.49,2023-04-18,2023-04-18,4023,Retail,85.24882103840045,9,STK009 Corp,High,Technology,Hardware,20230418,18,4,April,2,2023,2,Tuesday,False,False,311.82770825874195
1512,2023-04-18,2426,STK009,SELL,47,286.31,578148.65,2023-04-18,2023-04-18,2426,Retail,73.02152699133057,9,STK009 Corp,High,Technology,Hardware,20230418,18,4,April,2,2023,2,Tuesday,False,False,311.82770825874195
1515,2023-04-18,3588,STK011,BUY,66,184.51,1211578.63,2023-04-18,2023-04-18,3588,Retail,89.65649662061958,11,STK011 Corp,Mid,Finance,Asset Management,20230418,18,4,April,2,2023,2,Tuesday,False,False,83.10738611008057
1516,2023-04-18,4747,STK012,SELL,439,205.02,2742687.01,2023-04-18,2023-04-18,4747,Retail,57.23133521042849,12,STK012 Corp,High,Technology,Hardware,20230418,18,4,April,2,2023,2,Tuesday,False,False,20.56173538544782
1517,2023-04-18,193,STK012,SELL,188,199.93,706949.54,2023-04-18,2023-04-18,193,Retail,144.2523545284706,12,STK012 Corp,High,Technology,Hardware,20230418,18,4,April,2,2023,2,Tuesday,False,False,20.56173538544782
1518,2023-04-18,4757,STK012,BUY,173,114.5,12199.55,2023-04-18,2023-04-18,4757,Retail,206.84070757439963,12,STK012 Corp,High,Technology,Hardware,20230418,18,4,April,2,2023,2,Tuesday,False,False,20.56173538544782
1519,2023-04-18,4747,STK013,SELL,46,204.44,2735587.92,2023-04-18,2023-04-18,4747,Retail,57.23133521042849,13,STK013 Corp,Mid,Energy,Utilities,20230418,18,4,April,2,2023,2,Tuesday,False,False,154.32798651727953
1520,2023-04-18,4747,STK013,BUY,33,203.82,2740680.75,2023-04-18,2023-04-18,4747,Retail,57.23133521042849,13,STK013 Corp,Mid,Energy,Utilities,20230418,18,4,April,2,2023,2,Tuesday,False,False,154.32798651727953
1521,2023-04-18,3783,STK017,BUY,76,76.0,14235.79,2023-04-18,2023-04-18,3783,Retail,185.3628818186848,17,STK017 Corp,Mid,Healthcare,Pharmaceuticals,20230418,18,4,April,2,2023,2,Tuesday,False,False,187.313080130438
1522,2023-04-18,4955,STK017,SELL,85,220.44,1461231.09,2023-04-18,2023-04-18,4955,Retail,171.5073063101831,17,STK017 Corp,Mid,Healthcare,Pharmaceuticals,20230418,18,4,April,2,2023,2,Tuesday,False,False,187.313080130438
1523,2023-04-18,3588,STK018,BUY,187,184.53,1237836.12,2023-04-18,2023-04-18,3588,Retail,89.65649662061958,18,STK018 Corp,Mid,Technology,Software,20230418,18,4,April,2,2023,2,Tuesday,False,False,140.41439381246224
1524,2023-04-18,1615,STK018,BUY,233,233.0,32716.55,2023-04-18,2023-04-18,1615,Retail,183.42649017815285,18,STK018 Corp,Mid,Technology,Software,20230418,18,4,April,2,2023,2,Tuesday,False,False,140.41439381246224
1525,2023-04-18,4776,STK018,BUY,170,170.0,23870.45,2023-04-18,2023-04-18,4776,Retail,134.50069557652049,18,STK018 Corp,Mid,Technology,Software,20230418,18,4,April,2,2023,2,Tuesday,False,False,140.41439381246224
1526,2023-04-18,1157,STK019,SELL,147,198.02,616936.88,2023-04-18,2023-04-18,1157,Retail,109.57514292131978,19,STK019 Corp,Mid,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,77.57421204369625
1527,2023-04-18,1513,STK020,BUY,32,237.6,1201888.38,2023-04-18,2023-04-18,1513,Retail,67.17698562298614,20,STK020 Corp,Mid,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,68.05388958127284
1528,2023-04-18,1513,STK020,BUY,120,235.29,1210054.84,2023-04-18,2023-04-18,1513,Retail,67.17698562298614,20,STK020 Corp,Mid,Energy,Oil & Gas,20230418,18,4,April,2,2023,2,Tuesday,False,False,68.05388958127284
1529,2023-04-19,182,STK006,BUY,166,326.74,591511.18,2023-04-19,2023-04-19,182,Retail,202.31840679877135,6,STK006 Corp,High,Energy,Oil & Gas,20230419,19,4,April,2,2023,3,Wednesday,False,False,130.76159233694233
1530,2023-04-19,4421,STK006,BUY,245,245.0,32036.59,2023-04-19,2023-04-19,4421,Institutional,68.07938589656902,6,STK006 Corp,High,Energy,Oil & Gas,20230419,19,4,April,2,2023,3,Wednesday,False,False,130.76159233694233
1531,2023-04-19,20,STK006,BUY,689,689.0,90094.74,2023-04-19,2023-04-19,20,Retail,211.51010798729615,6,STK006 Corp,High,Energy,Oil & Gas,20230419,19,4,April,2,2023,3,Wednesday,False,False,130.76159233694233
1532,2023-04-19,1293,STK006,BUY,499,499.0,65250.03,2023-04-19,2023-04-19,1293,Retail,160.29626825969535,6,STK006 Corp,High,Energy,Oil & Gas,20230419,19,4,April,2,2023,3,Wednesday,False,False,130.76159233694233
1533,2023-04-19,1794,STK009,BUY,308,201.0,116908.63,2023-04-19,2023-04-19,1794,Retail,180.68799542336512,9,STK009 Corp,High,Technology,Hardware,20230419,19,4,April,2,2023,3,Wednesday,False,False,290.817487039549
1534,2023-04-19,4747,STK012,BUY,160,203.66,2593311.89,2023-04-19,2023-04-19,4747,Retail,57.23133521042849,12,STK012 Corp,High,Technology,Hardware,20230419,19,4,April,2,2023,3,Wednesday,False,False,20.597894343851017
1535,2023-04-19,1650,STK012,BUY,118,134.0,13094.67,2023-04-19,2023-04-19,1650,Retail,86.25642472079281,12,STK012 Corp,High,Technology,Hardware,20230419,19,4,April,2,2023,3,Wednesday,False,False,20.597894343851017
1536,2023-04-19,4747,STK013,SELL,58,203.14,2584282.76,2023-04-19,2023-04-19,4747,Retail,57.23133521042849,13,STK013 Corp,Mid,Energy,Utilities,20230419,19,4,April,2,2023,3,Wednesday,False,False,155.6747367197643
1537,2023-04-19,387,STK014,BUY,27,27.0,3117.96,2023-04-19,2023-04-19,387,Retail,74.81312778578098,14,STK014 Corp,Low,Healthcare,Pharmaceuticals,20230419,19,4,April,2,2023,3,Wednesday,False,False,115.48000706919989
1538,2023-04-19,1157,STK014,BUY,83,195.47,617051.95,2023-04-19,2023-04-19,1157,Retail,109.57514292131978,14,STK014 Corp,Low,Healthcare,Pharmaceuticals,20230419,19,4,April,2,2023,3,Wednesday,False,False,115.48000706919989
1539,2023-04-19,1409,STK018,BUY,85,81.0,23781.15,2023-04-19,2023-04-19,1409,Retail,216.04136596893653,18,STK018 Corp,Mid,Technology,Software,20230419,19,4,April,2,2023,3,Wednesday,False,False,138.75521315760224
1540,2023-04-19,2426,STK018,SELL,42,268.86,542321.93,2023-04-19,2023-04-19,2426,Retail,73.02152699133057,18,STK018 Corp,Mid,Technology,Software,20230419,19,4,April,2,2023,3,Wednesday,False,False,138.75521315760224
1541,2023-04-19,2372,STK019,BUY,48,131.75,63498.17,2023-04-19,2023-04-19,2372,Retail,97.74004246062768,19,STK019 Corp,Mid,Energy,Oil & Gas,20230419,19,4,April,2,2023,3,Wednesday,False,False,71.09409492945319
1542,2023-04-19,1157,STK020,BUY,172,194.96,628781.73,2023-04-19,2023-04-19,1157,Retail,109.57514292131978,20,STK020 Corp,Mid,Energy,Oil & Gas,20230419,19,4,April,2,2023,3,Wednesday,False,False,68.19634797336205
1543,2023-04-20,1166,STK006,BUY,125,125.0,15767.31,2023-04-20,2023-04-20,1166,Retail,74.94221252290382,6,STK006 Corp,High,Energy,Oil & Gas,20230420,20,4,April,2,2023,4,Thursday,False,False,126.13851032508406
1544,2023-04-20,182,STK006,BUY,121,319.39,596441.85,2023-04-20,2023-04-20,182,Retail,202.31840679877135,6,STK006 Corp,High,Energy,Oil & Gas,20230420,20,4,April,2,2023,4,Thursday,False,False,126.13851032508406
1545,2023-04-20,1513,STK006,SELL,137,233.4,1132066.95,2023-04-20,2023-04-20,1513,Retail,67.17698562298614,6,STK006 Corp,High,Energy,Oil & Gas,20230420,20,4,April,2,2023,4,Thursday,False,False,126.13851032508406
1546,2023-04-20,4747,STK009,BUY,32,202.52,2621155.59,2023-04-20,2023-04-20,4747,Retail,57.23133521042849,9,STK009 Corp,High,Technology,Hardware,20230420,20,4,April,2,2023,4,Thursday,False,False,296.47678164398906
1547,2023-04-20,4635,STK009,BUY,335,335.0,99319.72,2023-04-20,2023-04-20,4635,Retail,213.98751261234892,9,STK009 Corp,High,Technology,Hardware,20230420,20,4,April,2,2023,4,Thursday,False,False,296.47678164398906
1548,2023-04-20,182,STK009,BUY,75,310.97,618677.61,2023-04-20,2023-04-20,182,Retail,202.31840679877135,9,STK009 Corp,High,Technology,Hardware,20230420,20,4,April,2,2023,4,Thursday,False,False,296.47678164398906
1549,2023-04-20,363,STK009,BUY,274,858.0,371790.94,2023-04-20,2023-04-20,363,Retail,44.41791704509486,9,STK009 Corp,High,Technology,Hardware,20230420,20,4,April,2,2023,4,Thursday,False,False,296.47678164398906
1550,2023-04-20,193,STK010,BUY,89,198.37,690639.97,2023-04-20,2023-04-20,193,Retail,144.2523545284706,10,STK010 Corp,High,Consumer,Retail,20230420,20,4,April,2,2023,4,Thursday,False,False,128.15987663622877
1551,2023-04-20,1499,STK012,BUY,89,89.0,1720.19,2023-04-20,2023-04-20,1499,Retail,155.05261947798442,12,STK012 Corp,High,Technology,Hardware,20230420,20,4,April,2,2023,4,Thursday,False,False,19.32797752808989
1552,2023-04-20,4519,STK013,SELL,118,232.64,343784.65,2023-04-20,2023-04-20,4519,Institutional,108.6869726310806,13,STK013 Corp,Mid,Energy,Utilities,20230420,20,4,April,2,2023,4,Thursday,False,False,155.21182699756926
1553,2023-04-20,3588,STK013,SELL,106,183.69,1151538.0,2023-04-20,2023-04-20,3588,Retail,89.65649662061958,13,STK013 Corp,Mid,Energy,Utilities,20230420,20,4,April,2,2023,4,Thursday,False,False,155.21182699756926
1554,2023-04-20,661,STK013,BUY,79,79.0,12261.73,2023-04-20,2023-04-20,661,Retail,195.16227805901943,13,STK013 Corp,Mid,Energy,Utilities,20230420,20,4,April,2,2023,4,Thursday,False,False,155.21182699756926
1555,2023-04-20,1513,STK013,SELL,95,230.79,1117321.83,2023-04-20,2023-04-20,1513,Retail,67.17698562298614,13,STK013 Corp,Mid,Energy,Utilities,20230420,20,4,April,2,2023,4,Thursday,False,False,155.21182699756926
1556,2023-04-20,4747,STK018,SELL,265,202.75,2584676.31,2023-04-20,2023-04-20,4747,Retail,57.23133521042849,18,STK018 Corp,Mid,Technology,Software,20230420,20,4,April,2,2023,4,Thursday,False,False,137.65765543759144
1557,2023-04-20,4747,STK018,BUY,22,202.1,2587704.78,2023-04-20,2023-04-20,4747,Retail,57.23133521042849,18,STK018 Corp,Mid,Technology,Software,20230420,20,4,April,2,2023,4,Thursday,False,False,137.65765543759144
1558,2023-04-20,3588,STK018,BUY,119,183.0,1167919.26,2023-04-20,2023-04-20,3588,Retail,89.65649662061958,18,STK018 Corp,Mid,Technology,Software,20230420,20,4,April,2,2023,4,Thursday,False,False,137.65765543759144
1560,2023-04-21,511,STK006,BUY,1378,828.5,206637.59,2023-04-21,2023-04-21,511,Retail,88.67626119189546,6,STK006 Corp,High,Energy,Oil & Gas,20230421,21,4,April,2,2023,5,Friday,False,False,124.67818590108472
1561,2023-04-21,4519,STK006,BUY,92,228.84,353429.04,2023-04-21,2023-04-21,4519,Institutional,108.6869726310806,6,STK006 Corp,High,Energy,Oil & Gas,20230421,21,4,April,2,2023,5,Friday,False,False,124.67818590108472
1562,2023-04-21,4747,STK006,BUY,1772,207.29,2883104.6,2023-04-21,2023-04-21,4747,Retail,57.23133521042849,6,STK006 Corp,High,Energy,Oil & Gas,20230421,21,4,April,2,2023,5,Friday,False,False,124.67818590108472
1564,2023-04-21,4747,STK006,SELL,79,206.84,2873255.02,2023-04-21,2023-04-21,4747,Retail,57.23133521042849,6,STK006 Corp,High,Energy,Oil & Gas,20230421,21,4,April,2,2023,5,Friday,False,False,124.67818590108472
1565,2023-04-21,4651,STK009,BUY,322,322.0,99020.6,2023-04-21,2023-04-21,4651,Institutional,168.80066797173438,9,STK009 Corp,High,Technology,Hardware,20230421,21,4,April,2,2023,5,Friday,False,False,307.517393801033
1566,2023-04-21,182,STK011,BUY,105,304.1,623837.91,2023-04-21,2023-04-21,182,Retail,202.31840679877135,11,STK011 Corp,Mid,Finance,Asset Management,20230421,21,4,April,2,2023,5,Friday,False,False,82.73714114638474
1567,2023-04-21,4747,STK013,SELL,17,206.18,2870609.23,2023-04-21,2023-04-21,4747,Retail,57.23133521042849,13,STK013 Corp,Mid,Energy,Utilities,20230421,21,4,April,2,2023,5,Friday,False,False,155.63469950084013
1568,2023-04-21,3208,STK018,BUY,197,197.0,27177.2,2023-04-21,2023-04-21,3208,Retail,72.59582140499623,18,STK018 Corp,Mid,Technology,Software,20230421,21,4,April,2,2023,5,Friday,False,False,137.95534164909236
1569,2023-04-21,3087,STK018,BUY,127,113.0,19399.66,2023-04-21,2023-04-21,3087,Retail,191.2863011845536,18,STK018 Corp,Mid,Technology,Software,20230421,21,4,April,2,2023,5,Friday,False,False,137.95534164909236
1570,2023-04-21,4955,STK018,BUY,164,220.08,1459916.32,2023-04-21,2023-04-21,4955,Retail,171.5073063101831,18,STK018 Corp,Mid,Technology,Software,20230421,21,4,April,2,2023,5,Friday,False,False,137.95534164909236
1571,2023-04-24,2871,STK002,BUY,23,93.0,73375.35,2023-04-24,2023-04-24,2871,Retail,95.21808090521448,2,STK002 Corp,Low,Consumer,Retail,20230424,24,4,April,2,2023,1,Monday,False,False,159.69224566562045
1572,2023-04-24,193,STK006,BUY,392,201.06,752675.75,2023-04-24,2023-04-24,193,Retail,144.2523545284706,6,STK006 Corp,High,Energy,Oil & Gas,20230424,24,4,April,2,2023,1,Monday,False,False,122.03052800868606
1573,2023-04-24,4454,STK006,BUY,134,134.0,16352.09,2023-04-24,2023-04-24,4454,Retail,63.29763499836592,6,STK006 Corp,High,Energy,Oil & Gas,20230424,24,4,April,2,2023,1,Monday,False,False,122.03052800868606
1574,2023-04-24,192,STK009,SELL,98,900.2,1167425.73,2023-04-24,2023-04-24,192,Retail,133.04123175456843,9,STK009 Corp,High,Technology,Hardware,20230424,24,4,April,2,2023,1,Monday,False,False,317.4252755564161
1575,2023-04-24,4747,STK009,BUY,182,206.09,3006176.16,2023-04-24,2023-04-24,4747,Retail,57.23133521042849,9,STK009 Corp,High,Technology,Hardware,20230424,24,4,April,2,2023,1,Monday,False,False,317.4252755564161
1577,2023-04-24,4418,STK011,BUY,164,164.0,13841.7,2023-04-24,2023-04-24,4418,Retail,112.5741142490198,11,STK011 Corp,Mid,Finance,Asset Management,20230424,24,4,April,2,2023,1,Monday,False,False,84.4006386714998
1578,2023-04-24,4955,STK011,BUY,256,220.33,1485034.07,2023-04-24,2023-04-24,4955,Retail,171.5073063101831,11,STK011 Corp,Mid,Finance,Asset Management,20230424,24,4,April,2,2023,1,Monday,False,False,84.4006386714998
1580,2023-04-24,4660,STK012,BUY,258,306.0,48135.21,2023-04-24,2023-04-24,4660,Retail,185.8146153288116,12,STK012 Corp,High,Technology,Hardware,20230424,24,4,April,2,2023,1,Monday,False,False,19.13333678018726
1581,2023-04-24,4519,STK012,SELL,90,225.18,359899.41,2023-04-24,2023-04-24,4519,Institutional,108.6869726310806,12,STK012 Corp,High,Technology,Hardware,20230424,24,4,April,2,2023,1,Monday,False,False,19.13333678018726
1582,2023-04-24,227,STK012,BUY,252,160.81,470322.62,2023-04-24,2023-04-24,227,Retail,91.21464707417776,12,STK012 Corp,High,Technology,Hardware,20230424,24,4,April,2,2023,1,Monday,False,False,19.13333678018726
1583,2023-04-24,4955,STK012,SELL,125,219.73,1482642.4,2023-04-24,2023-04-24,4955,Retail,171.5073063101831,12,STK012 Corp,High,Technology,Hardware,20230424,24,4,April,2,2023,1,Monday,False,False,19.13333678018726
1584,2023-04-24,4955,STK012,SELL,124,219.13,1480269.87,2023-04-24,2023-04-24,4955,Retail,171.5073063101831,12,STK012 Corp,High,Technology,Hardware,20230424,24,4,April,2,2023,1,Monday,False,False,19.13333678018726
1585,2023-04-24,4747,STK013,SELL,2,205.38,3005863.23,2023-04-24,2023-04-24,4747,Retail,57.23133521042849,13,STK013 Corp,Mid,Energy,Utilities,20230424,24,4,April,2,2023,1,Monday,False,False,156.46205991786266
1586,2023-04-24,4747,STK015,SELL,12,204.71,3005637.14,2023-04-24,2023-04-24,4747,Retail,57.23133521042849,15,STK015 Corp,Low,Energy,Utilities,20230424,24,4,April,2,2023,1,Monday,False,False,18.84136370320552
1587,2023-04-24,1816,STK017,BUY,37,106.75,123149.32,2023-04-24,2023-04-24,1816,Retail,45.54061938554912,17,STK017 Corp,Mid,Healthcare,Pharmaceuticals,20230424,24,4,April,2,2023,1,Monday,False,False,181.51737414816185
1588,2023-04-24,756,STK018,BUY,84,84.0,11665.45,2023-04-24,2023-04-24,756,Retail,181.5735188656488,18,STK018 Corp,Mid,Technology,Software,20230424,24,4,April,2,2023,1,Monday,False,False,138.87446063992238
1589,2023-04-24,280,STK018,BUY,39,88.0,24441.91,2023-04-24,2023-04-24,280,Institutional,112.052394477573,18,STK018 Corp,Mid,Technology,Software,20230424,24,4,April,2,2023,1,Monday,False,False,138.87446063992238
1590,2023-04-25,653,STK002,BUY,57,263.0,179049.77,2023-04-25,2023-04-25,653,Retail,159.13431013332587,2,STK002 Corp,Low,Consumer,Retail,20230425,25,4,April,2,2023,2,Tuesday,False,False,158.74093980866317
1591,2023-04-25,2988,STK005,BUY,161,195.0,85509.71,2023-04-25,2023-04-25,2988,Retail,98.61082806503256,5,STK005 Corp,Low,Energy,Renewables,20230425,25,4,April,2,2023,2,Tuesday,False,False,132.67769459294087
1592,2023-04-25,4955,STK006,SELL,75,218.24,1482235.59,2023-04-25,2023-04-25,4955,Retail,171.5073063101831,6,STK006 Corp,High,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,116.75269280076355
1593,2023-04-25,3129,STK006,BUY,535,535.0,62462.69,2023-04-25,2023-04-25,3129,Institutional,135.24150422401112,6,STK006 Corp,High,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,116.75269280076355
1595,2023-04-25,4747,STK006,BUY,167,204.63,3080051.75,2023-04-25,2023-04-25,4747,Retail,57.23133521042849,6,STK006 Corp,High,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,116.75269280076355
1596,2023-04-25,4955,STK006,SELL,146,217.79,1465189.7,2023-04-25,2023-04-25,4955,Retail,171.5073063101831,6,STK006 Corp,High,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,116.75269280076355
1597,2023-04-25,2449,STK006,SELL,49,49.0,0.0,2023-04-25,2023-04-25,2449,Retail,130.7256693842039,6,STK006 Corp,High,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,116.75269280076355
1598,2023-04-25,2988,STK007,BUY,169,190.67,111996.21,2023-04-25,2023-04-25,2988,Retail,98.61082806503256,7,STK007 Corp,Mid,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,156.72489275388028
1599,2023-04-25,4747,STK007,BUY,52,204.11,3088201.44,2023-04-25,2023-04-25,4747,Retail,57.23133521042849,7,STK007 Corp,Mid,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,156.72489275388028
1600,2023-04-25,4519,STK008,SELL,320,227.62,318271.05,2023-04-25,2023-04-25,4519,Institutional,108.6869726310806,8,STK008 Corp,High,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,133.33215572788822
1601,2023-04-25,4023,STK008,BUY,116,283.62,295251.84,2023-04-25,2023-04-25,4023,Retail,85.24882103840045,8,STK008 Corp,High,Energy,Oil & Gas,20230425,25,4,April,2,2023,2,Tuesday,False,False,133.33215572788822
1602,2023-04-25,4747,STK009,BUY,218,204.16,3158692.66,2023-04-25,2023-04-25,4747,Retail,57.23133521042849,9,STK009 Corp,High,Technology,Hardware,20230425,25,4,April,2,2023,2,Tuesday,False,False,323.35419665593935
1603,2023-04-25,3588,STK009,BUY,168,182.84,1209902.11,2023-04-25,2023-04-25,3588,Retail,89.65649662061958,9,STK009 Corp,High,Technology,Hardware,20230425,25,4,April,2,2023,2,Tuesday,False,False,323.35419665593935
1604,2023-04-25,4023,STK010,SELL,28,273.4,291467.66,2023-04-25,2023-04-25,4023,Retail,85.24882103840045,10,STK010 Corp,High,Consumer,Retail,20230425,25,4,April,2,2023,2,Tuesday,False,False,135.14920567025302
1605,2023-04-25,4955,STK012,BUY,253,218.01,1470049.95,2023-04-25,2023-04-25,4955,Retail,171.5073063101831,12,STK012 Corp,High,Technology,Hardware,20230425,25,4,April,2,2023,2,Tuesday,False,False,19.210494246983554
1606,2023-04-25,4747,STK012,BUY,89,203.76,3160402.39,2023-04-25,2023-04-25,4747,Retail,57.23133521042849,12,STK012 Corp,High,Technology,Hardware,20230425,25,4,April,2,2023,2,Tuesday,False,False,19.210494246983554
1608,2023-04-25,193,STK013,BUY,221,200.96,797106.4,2023-04-25,2023-04-25,193,Retail,144.2523545284706,13,STK013 Corp,Mid,Energy,Utilities,20230425,25,4,April,2,2023,2,Tuesday,False,False,156.87476378313676
1609,2023-04-25,1157,STK013,BUY,27,191.38,629203.01,2023-04-25,2023-04-25,1157,Retail,109.57514292131978,13,STK013 Corp,Mid,Energy,Utilities,20230425,25,4,April,2,2023,2,Tuesday,False,False,156.87476378313676
1610,2023-04-25,4747,STK018,SELL,14,203.12,3158430.39,2023-04-25,2023-04-25,4747,Retail,57.23133521042849,18,STK018 Corp,Mid,Technology,Software,20230425,25,4,April,2,2023,2,Tuesday,False,False,140.85688903915653
1611,2023-04-25,4747,STK018,BUY,292,203.42,3199560.61,2023-04-25,2023-04-25,4747,Retail,57.23133521042849,18,STK018 Corp,Mid,Technology,Software,20230425,25,4,April,2,2023,2,Tuesday,False,False,140.85688903915653
1612,2023-04-25,4747,STK018,BUY,173,203.32,3223928.85,2023-04-25,2023-04-25,4747,Retail,57.23133521042849,18,STK018 Corp,Mid,Technology,Software,20230425,25,4,April,2,2023,2,Tuesday,False,False,140.85688903915653
1613,2023-04-26,794,STK001,BUY,29,29.0,3071.85,2023-04-26,2023-04-26,794,Retail,163.41256618414377,1,STK001 Corp,Low,Energy,Utilities,20230426,26,4,April,2,2023,3,Wednesday,False,False,105.92590687002108
1614,2023-04-26,3339,STK006,BUY,132,333.94,280073.41,2023-04-26,2023-04-26,3339,Retail,165.6176409281128,6,STK006 Corp,High,Energy,Oil & Gas,20230426,26,4,April,2,2023,3,Wednesday,False,False,114.34709021735708
1615,2023-04-26,2779,STK006,SELL,202,193.33,21786.98,2023-04-26,2023-04-26,2779,Retail,58.94381403992303,6,STK006 Corp,High,Energy,Oil & Gas,20230426,26,4,April,2,2023,3,Wednesday,False,False,114.34709021735708
1616,2023-04-26,653,STK006,SELL,384,283.17,130820.92,2023-04-26,2023-04-26,653,Retail,159.13431013332587,6,STK006 Corp,High,Energy,Oil & Gas,20230426,26,4,April,2,2023,3,Wednesday,False,False,114.34709021735708
1617,2023-04-26,4747,STK006,BUY,17,202.69,3117707.56,2023-04-26,2023-04-26,4747,Retail,57.23133521042849,6,STK006 Corp,High,Energy,Oil & Gas,20230426,26,4,April,2,2023,3,Wednesday,False,False,114.34709021735708
1619,2023-04-26,3938,STK009,SELL,98,177.24,314084.48,2023-04-26,2023-04-26,3938,Retail,139.96661370427694,9,STK009 Corp,High,Technology,Hardware,20230426,26,4,April,2,2023,3,Wednesday,False,False,308.6499743292068
1620,2023-04-26,3749,STK009,BUY,141,141.0,43519.65,2023-04-26,2023-04-26,3749,Retail,159.02100944106687,9,STK009 Corp,High,Technology,Hardware,20230426,26,4,April,2,2023,3,Wednesday,False,False,308.6499743292068
