transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry,day_Friday,day_Monday,day_Thursday,day_Tuesday,day_Wednesday,industry_Asset Management,industry_Hardware,industry_Oil & Gas,industry_Pharmaceuticals,industry_Renewables,industry_Retail,industry_Software,industry_Utilities
863,2023-03-02,4519,STK010,BUY,541,254.21,5.153121825824336,93577.11218921082,Institutional,Thursday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
864,2023-03-02,4955,STK012,BUY,75,210.54,3.169633955793297,1784.9078519604109,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
865,2023-03-02,4747,STK012,BUY,15,164.51,3.169633955793297,356.9815703920821,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
866,2023-03-02,4955,STK012,BUY,290,211.51,3.169633955793297,6901.643694246921,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
867,2023-03-02,4519,STK013,SELL,59,254.21,5.065019234980071,9344.62582431004,Institutional,Thursday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
868,2023-03-02,1621,STK018,BUY,867,254.21,4.950630384825903,122475.87632396708,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
869,2023-03-02,755,STK018,BUY,21,139.4,4.950630384825903,2966.5437171895137,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
870,2023-03-02,4955,STK019,BUY,48,209.54,4.347909722937684,3711.200669530384,Retail,Thursday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
871,2023-03-03,1157,STK003,BUY,14,210.12,2.586843293959557,186.02863687852548,Retail,Friday,0,0,Low,Technology,Software,,,,,,,,,,,,,
872,2023-03-03,3938,STK006,SELL,153,199.5,4.974768873448283,22141.45217874157,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
873,2023-03-03,1513,STK006,SELL,329,211.46,4.974768873448283,47611.35795298024,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
874,2023-03-03,3936,STK006,BUY,60,139.4,4.974768873448283,8682.922423035909,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
875,2023-03-03,4747,STK006,SELL,61,163.8,4.974768873448283,8827.637796753173,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
876,2023-03-03,4270,STK006,BUY,17,139.4,4.974768873448283,2460.161353193508,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
877,2023-03-03,474,STK006,BUY,557,254.21,4.974768873448283,80606.4631605167,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
878,2023-03-03,3635,STK008,BUY,511,254.21,4.83235515248489,64133.66773457372,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
879,2023-03-03,4427,STK009,BUY,142,142.0,5.640192554404029,39975.40272229639,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
880,2023-03-03,4747,STK009,SELL,337,164.98,5.640192554404029,94871.20223530904,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
881,2023-03-03,4955,STK009,BUY,245,209.96,5.640192554404029,68971.64554199023,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
882,2023-03-03,3588,STK009,BUY,463,180.16,5.640192554404029,130342.33422833258,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
883,2023-03-03,1117,STK013,BUY,666,254.21,5.073974898578898,106432.3199953868,Institutional,Friday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
884,2023-03-03,1157,STK013,BUY,197,209.6,5.073974898578898,31482.232791428225,Retail,Friday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
885,2023-03-03,1835,STK013,BUY,416,254.21,5.073974898578898,66480.2479250464,Retail,Friday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
886,2023-03-03,4519,STK013,SELL,434,254.21,5.073974898578898,69356.79711411092,Institutional,Friday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
887,2023-03-03,1621,STK018,BUY,929,254.21,4.961098737674184,132615.26575807502,Retail,Friday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
888,2023-03-03,4955,STK018,BUY,76,208.39,4.961098737674184,10849.042193340903,Retail,Friday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
889,2023-03-03,4747,STK018,SELL,62,164.28,4.961098737674184,8850.53442088337,Retail,Friday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
890,2023-03-03,4035,STK019,BUY,178,178.0,4.347909722937684,13762.36914950851,Retail,Friday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
891,2023-03-03,4747,STK019,SELL,76,163.69,4.347909722937684,5876.067726756442,Retail,Friday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
892,2023-03-03,4354,STK020,BUY,163,254.21,4.312015436507824,12158.27926038112,Retail,Friday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
893,2023-03-03,4747,STK020,BUY,250,164.27,4.312015436507824,18647.66757727165,Retail,Friday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
894,2023-03-06,4955,STK002,SELL,37,206.4,4.994382456432404,5460.525825161884,Retail,Monday,0,0,Low,Consumer,Retail,,,,,,,,,,,,,
895,2023-03-06,4955,STK002,BUY,25,204.31,4.994382456432404,3689.5444764607328,Retail,Monday,0,0,Low,Consumer,Retail,,,,,,,,,,,,,
896,2023-03-06,4747,STK006,BUY,31,163.38,5.008376392050309,4639.5079601928655,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
897,2023-03-06,4747,STK006,BUY,66,162.74,5.008376392050309,9877.662108797713,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
898,2023-03-06,3938,STK008,SELL,831,215.69,4.82236211054388,103258.61084902108,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
899,2023-03-06,4747,STK009,SELL,409,164.35,5.636346050533273,114698.38313809902,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
900,2023-03-06,1494,STK010,BUY,378,254.21,5.1029318320174015,62182.322094785406,Retail,Monday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
901,2023-03-06,1513,STK011,BUY,187,210.48,4.347336162743843,14449.92899371041,Retail,Monday,0,0,Mid,Finance,Asset Management,,,,,,,,,,,,,
902,2023-03-06,4955,STK012,BUY,1061,214.05,3.1958059300563497,25920.0756399612,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
903,2023-03-06,4955,STK012,BUY,457,216.78,3.1958059300563497,11164.443513159536,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
904,2023-03-06,4955,STK012,SELL,262,217.28,3.1958059300563497,6400.62188281794,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
905,2023-03-06,4747,STK012,SELL,76,163.78,3.1958059300563497,1856.6689431074944,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
906,2023-03-06,3518,STK013,BUY,406,254.21,5.091724273827436,66044.06392252892,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
907,2023-03-06,193,STK018,SELL,93,202.43,4.950207482186007,13131.996017298485,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
908,2023-03-06,1513,STK018,BUY,368,216.54,4.950207482186007,51963.16703619184,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
909,2023-03-06,4228,STK018,BUY,258,254.21,4.950207482186007,36430.6986286345,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
910,2023-03-06,2640,STK020,BUY,303,254.21,4.300582456589341,22344.048139612158,Institutional,Monday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
911,2023-03-06,4302,STK020,BUY,32,139.4,4.300582456589341,2359.7674602890725,Retail,Monday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
912,2023-03-07,1513,STK006,SELL,66,210.96,5.023819926805099,10031.39213899547,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
913,2023-03-07,4955,STK006,BUY,156,216.6,5.023819926805099,23710.563237625654,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
914,2023-03-07,3339,STK006,BUY,1009,254.21,5.023819926805099,153358.7070946429,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
915,2023-03-07,1157,STK006,BUY,52,203.54,5.023819926805099,7903.521079208553,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
916,2023-03-07,4747,STK007,SELL,70,163.17,5.003715920467849,10427.597356246271,Retail,Tuesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
917,2023-03-07,3588,STK007,BUY,149,179.62,5.003715920467849,22195.88580115278,Retail,Tuesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
918,2023-03-07,3980,STK009,BUY,42,139.4,5.647848037521714,11914.574240240783,Institutional,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
919,2023-03-07,1494,STK009,BUY,282,254.21,5.647848037521714,79997.85561304526,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
920,2023-03-07,4955,STK010,SELL,377,218.35,5.139585837482374,64333.194740920655,Retail,Tuesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
921,2023-03-07,4955,STK012,BUY,145,217.56,3.231589743400699,3671.38217952556,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
922,2023-03-07,4686,STK012,BUY,1064,254.21,3.231589743400699,26940.349234587557,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
923,2023-03-07,4747,STK012,BUY,397,164.67,3.231589743400699,10051.99120876998,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
924,2023-03-07,3588,STK012,SELL,21,176.93,3.231589743400699,531.7174191037017,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
925,2023-03-07,4955,STK012,BUY,279,218.21,3.231589743400699,7064.24571094918,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
926,2023-03-07,4955,STK012,BUY,215,218.18,3.231589743400699,5443.773576537898,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
927,2023-03-07,3938,STK012,SELL,125,213.43,3.231589743400699,3164.984637522034,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
928,2023-03-07,3938,STK012,SELL,118,211.1,3.231589743400699,2987.7454978208,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
929,2023-03-07,4747,STK013,SELL,418,166.29,5.077091702684183,67008.39139344585,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
930,2023-03-07,182,STK013,BUY,90,254.21,5.077091702684183,14427.644079928534,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
931,2023-03-07,4747,STK017,SELL,96,165.84,5.151707000826814,16581.70390812531,Retail,Tuesday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
932,2023-03-07,3938,STK018,BUY,61,207.52,4.948514663020791,8598.89105809489,Retail,Tuesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
933,2023-03-07,1097,STK018,BUY,34,139.4,4.948514663020791,4792.824524184038,Retail,Tuesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
934,2023-03-07,4747,STK019,BUY,63,165.19,4.299957897296987,4642.891520676577,Retail,Tuesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
935,2023-03-08,1513,STK002,BUY,30,204.5,4.997852839967978,4442.845025061319,Retail,Wednesday,0,0,Low,Consumer,Retail,,,,,,,,,,,,,
936,2023-03-08,1513,STK006,SELL,185,203.83,5.004457390635036,27579.09165017477,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
937,2023-03-08,2820,STK006,BUY,231,231.0,5.004457390635036,34436.59551994796,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
938,2023-03-08,4747,STK006,BUY,500,167.29,5.004457390635036,74538.08554101289,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
939,2023-03-08,1731,STK006,BUY,83,139.4,5.004457390635036,12373.32219980814,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
940,2023-03-08,4955,STK009,SELL,89,216.83,5.629081421028139,24778.15731811749,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
941,2023-03-08,1157,STK009,BUY,252,205.33,5.629081421028139,70158.37802433266,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
942,2023-03-08,319,STK009,BUY,972,254.21,5.629081421028139,270610.8866652831,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
943,2023-03-08,1513,STK009,BUY,134,201.5,5.629081421028139,37306.43910817689,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
944,2023-03-08,182,STK010,BUY,1856,254.21,5.177512481275265,328959.98447720974,Retail,Wednesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
945,2023-03-08,3588,STK010,BUY,85,175.4,5.177512481275265,15065.51653047566,Retail,Wednesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
946,2023-03-08,4747,STK012,SELL,32,166.45,3.2160856655596115,797.7709836545533,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
947,2023-03-08,4747,STK012,SELL,241,166.91,3.2160856655596115,6008.212720648355,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
948,2023-03-08,4362,STK015,BUY,24,139.4,3.1082443195977767,537.1611539459421,Retail,Wednesday,0,0,Low,Energy,Utilities,,,,,,,,,,,,,
949,2023-03-08,4955,STK017,SELL,156,216.21,5.134163774937983,26476.684173797767,Retail,Wednesday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
950,2023-03-08,193,STK017,BUY,368,206.11,5.134163774937983,62457.81907665115,Retail,Wednesday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
951,2023-03-08,3588,STK018,SELL,127,174.61,4.982788243463794,18526.831838083115,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
952,2023-03-08,1513,STK018,SELL,210,201.77,4.982788243463794,30634.91878738153,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
954,2023-03-08,474,STK020,BUY,52,254.21,4.2803753752019205,3757.913243099191,Retail,Wednesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
955,2023-03-08,3938,STK020,BUY,48,203.81,4.2803753752019205,3468.842993630022,Retail,Wednesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
956,2023-03-09,4519,STK003,BUY,181,254.21,2.5710173346202048,2367.3213571452807,Institutional,Thursday,0,0,Low,Technology,Software,,,,,,,,,,,,,
957,2023-03-09,193,STK003,BUY,27,202.22,2.5710173346202048,353.1363350437712,Retail,Thursday,0,0,Low,Technology,Software,,,,,,,,,,,,,
958,2023-03-09,4747,STK006,SELL,114,166.58,4.948988284875358,16077.671632422183,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
960,2023-03-09,4747,STK006,SELL,483,168.51,4.948988284875358,68118.55612684136,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
961,2023-03-09,193,STK008,BUY,46,198.89,4.79828444764289,5579.898382187279,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
962,2023-03-09,1870,STK009,BUY,75,139.4,5.819812140340484,25268.15670903902,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
963,2023-03-09,474,STK009,BUY,57,254.21,5.819812140340484,19203.79909886965,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
964,2023-03-09,1006,STK009,BUY,75,254.21,5.819812140340484,25268.15670903902,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
965,2023-03-09,2489,STK010,BUY,1069,254.21,5.193889558742098,192599.55536819415,Retail,Thursday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
966,2023-03-09,4747,STK012,BUY,39,167.73,3.2049944827504624,961.559195465132,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
967,2023-03-09,3339,STK012,SELL,40,254.21,3.2049944827504624,986.2145594514176,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
968,2023-03-09,2507,STK012,BUY,494,254.21,3.2049944827504624,12179.749809225008,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
969,2023-03-09,4747,STK012,SELL,213,168.0,3.2049944827504624,5251.592529078799,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
970,2023-03-09,1185,STK012,BUY,1398,254.21,3.2049944827504624,34468.198852827045,Institutional,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
973,2023-03-09,3938,STK018,SELL,98,201.41,4.97353186966903,14164.574150903534,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
974,2023-03-09,4747,STK018,BUY,168,167.99,4.97353186966903,24282.12711583463,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
975,2023-03-09,3588,STK018,BUY,62,172.37,4.97353186966903,8961.2611975104,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
976,2023-03-09,4747,STK020,BUY,170,168.0,4.283746062115919,12326.965997430816,Retail,Thursday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
977,2023-03-10,227,STK006,BUY,81,175.31,4.900584763060911,10883.834758518404,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
978,2023-03-10,4747,STK006,BUY,208,168.24,4.900584763060911,27948.612713232444,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
979,2023-03-10,3339,STK006,SELL,214,254.21,4.900584763060911,28754.82269534492,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
980,2023-03-10,4747,STK006,SELL,115,167.92,4.900584763060911,15452.357990489092,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
981,2023-03-10,1185,STK012,BUY,149,254.21,3.2049944827504624,3673.64923395653,Institutional,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
982,2023-03-10,4955,STK012,SELL,693,221.07,3.2049944827504624,17086.16724249581,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
983,2023-03-10,4519,STK012,SELL,232,254.21,3.2049944827504624,5720.044444818223,Institutional,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
984,2023-03-10,1513,STK012,SELL,277,204.12,3.2049944827504624,6829.535824201067,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
985,2023-03-10,4747,STK013,SELL,108,167.58,5.056500180061206,16960.313726260072,Retail,Friday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
986,2023-03-10,4512,STK013,BUY,106,139.4,5.056500180061206,16646.233842440444,Retail,Friday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
987,2023-03-10,3961,STK017,BUY,206,254.21,5.112328441001505,34207.650942196604,Retail,Friday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
988,2023-03-10,3324,STK017,BUY,84,139.4,5.112328441001505,13948.750869633566,Retail,Friday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
989,2023-03-10,4955,STK019,BUY,83,219.68,4.412028580957173,6842.231422359088,Retail,Friday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
990,2023-03-13,4688,STK003,BUY,46,139.4,2.5799142779038498,607.0163184027475,Retail,Monday,0,0,Low,Technology,Software,,,,,,,,,,,,,
991,2023-03-13,4747,STK006,BUY,37,166.82,4.854490362745806,4747.665371140437,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
992,2023-03-13,4519,STK006,SELL,238,254.21,4.854490362745806,30539.036711660105,Institutional,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
993,2023-03-13,227,STK006,SELL,93,169.43,4.854490362745806,11933.321068001638,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
995,2023-03-13,182,STK008,SELL,370,254.21,4.789727677475427,44499.386569919865,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
996,2023-03-13,4955,STK009,BUY,227,221.69,5.837172914468911,77817.60204569006,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
997,2023-03-13,4955,STK009,BUY,83,220.33,5.837172914468911,28453.132025516632,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
998,2023-03-13,4747,STK009,BUY,4236,190.21,5.837172914468911,1452138.159760102,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
999,2023-03-13,182,STK009,SELL,277,254.21,5.837172914468911,94958.04302491694,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
1000,2023-03-13,1157,STK010,BUY,129,202.61,5.16843365121155,22657.49668394564,Retail,Monday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
1001,2023-03-13,4023,STK012,BUY,375,254.21,3.14875261635623,8740.115138695899,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
1002,2023-03-13,3938,STK012,BUY,291,203.4,3.14875261635623,6782.329347628018,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
1003,2023-03-13,3588,STK012,SELL,132,171.73,3.14875261635623,3076.5205288209568,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
1004,2023-03-13,277,STK013,BUY,92,139.4,5.051272340398285,14372.341615202346,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
1005,2023-03-13,4747,STK013,SELL,134,189.89,5.051272340398285,20933.628004751245,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
1006,2023-03-13,537,STK013,BUY,78,139.4,5.051272340398285,12185.24615201938,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
1007,2023-03-13,3812,STK013,BUY,111,139.4,5.051272340398285,17340.542600950655,Institutional,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
1008,2023-03-13,3938,STK013,BUY,67,200.43,5.051272340398285,10466.814002375622,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
1009,2023-03-13,3936,STK013,BUY,151,139.4,5.051272340398285,23589.38678147341,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
1010,2023-03-13,1157,STK018,BUY,18,196.24,5.013200548965688,2706.9350794676097,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
1011,2023-03-13,4023,STK018,BUY,5,254.21,5.013200548965688,751.926410963225,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
1012,2023-03-13,4955,STK018,SELL,44,218.62,5.013200548965688,6616.952416476379,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
1013,2023-03-13,4955,STK020,SELL,156,218.02,4.243352730962386,10863.98792373039,Retail,Monday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
1014,2023-03-13,4955,STK020,SELL,60,216.51,4.243352730962386,4178.456893742457,Retail,Monday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
1015,2023-03-14,4571,STK003,BUY,89,139.4,2.5860883219318453,1181.7181191674806,Retail,Tuesday,0,0,Low,Technology,Software,,,,,,,,,,,,,
1016,2023-03-14,2096,STK006,BUY,248,254.21,4.972907819162296,35822.682649954615,Institutional,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1017,2023-03-14,3588,STK006,BUY,233,172.68,4.972907819162296,33655.98813483639,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1018,2023-03-14,3382,STK006,BUY,170,170.0,4.972907819162296,24555.87117133986,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1019,2023-03-14,4700,STK009,SELL,117,221.57,5.837172914468911,40108.63189139091,Institutional,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
1020,2023-03-14,182,STK009,BUY,172,254.21,5.837172914468911,58963.11696854049,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
1021,2023-03-14,182,STK010,BUY,39,254.21,5.178404472967745,6918.582033057483,Retail,Tuesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
1022,2023-03-14,3772,STK012,BUY,95,139.4,3.1099936520701794,2129.9856970282644,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
1023,2023-03-14,946,STK013,BUY,65,139.4,5.046287742518936,10103.88227276028,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
1024,2023-03-14,2098,STK016,BUY,98,139.4,4.334921791079479,7479.261003393309,Retail,Tuesday,0,0,Low,Energy,Renewables,,,,,,,,,,,,,
1025,2023-03-14,3623,STK018,BUY,64,139.4,5.011900419443488,9612.152889176565,Institutional,Tuesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
1026,2023-03-14,2707,STK018,BUY,95,254.21,5.011900419443488,14268.039444871463,Retail,Tuesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
1028,2023-03-15,1019,STK006,BUY,68,139.4,4.941116799269561,9514.99738066756,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1029,2023-03-15,227,STK006,SELL,64,162.4,4.941116799269561,8955.291652392998,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1030,2023-03-15,3846,STK006,BUY,456,254.21,4.941116799269561,63806.45302330011,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1031,2023-03-15,4747,STK006,SELL,18,188.91,4.941116799269561,2518.675777235531,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1032,2023-03-15,4747,STK006,SELL,112,188.47,4.941116799269561,15671.760391687749,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1033,2023-03-15,637,STK006,SELL,118,139.4,4.941116799269561,16511.31898409959,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1034,2023-03-15,1422,STK007,BUY,44,150.5,5.064092294630937,6962.416759031448,Retail,Wednesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
1035,2023-03-15,1157,STK008,BUY,123,193.8,4.786848052588518,14750.502189895084,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1036,2023-03-15,1745,STK008,BUY,113,139.4,4.786848052588518,13551.27436957841,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
1037,2023-03-15,193,STK010,BUY,69,196.55,5.190787132223531,12393.081307714789,Retail,Wednesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
1038,2023-03-15,2480,STK010,BUY,613,254.21,5.190787132223531,110100.85277723426,Retail,Wednesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
