transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,cumulative_portfolio_value
914,2023-03-07,3339,STK006,BUY,1009,307.89,403279.27
915,2023-03-07,1157,STK006,BUY,52,203.54,623056.93
916,2023-03-07,4747,STK007,SELL,70,163.17,1154198.33
917,2023-03-07,3588,STK007,BUY,149,179.62,776196.99
918,2023-03-07,3980,STK009,BUY,42,42.0,11914.57
919,2023-03-07,1494,STK009,BUY,282,324.4,225462.57
920,2023-03-07,4955,STK010,SELL,377,218.35,1083062.68
921,2023-03-07,4955,STK012,BUY,145,217.56,1086734.06
922,2023-03-07,4686,STK012,BUY,1064,1064.0,26940.35
923,2023-03-07,4747,STK012,BUY,397,164.67,1164250.32
924,2023-03-07,3588,STK012,SELL,21,176.93,775665.28
925,2023-03-07,4955,STK012,BUY,279,218.21,1093798.31
926,2023-03-07,4955,STK012,BUY,215,218.18,1099242.08
927,2023-03-07,3938,STK012,SELL,125,213.43,412424.4
928,2023-03-07,3938,STK012,SELL,118,211.1,409436.66
929,2023-03-07,4747,STK013,SELL,418,166.29,1097241.93
930,2023-03-07,182,STK013,BUY,90,299.19,406476.5
931,2023-03-07,4747,STK017,SELL,96,165.84,1080660.22
932,2023-03-07,3938,STK018,BUY,61,207.52,418035.55
933,2023-03-07,1097,STK018,BUY,34,34.0,4792.82
934,2023-03-07,4747,STK019,BUY,63,165.19,1085303.11
935,2023-03-08,1513,STK002,BUY,30,204.5,637831.0
936,2023-03-08,1513,STK006,SELL,185,203.83,610251.91
937,2023-03-08,2820,STK006,BUY,231,231.0,34436.6
938,2023-03-08,4747,STK006,BUY,500,167.29,1151800.32
939,2023-03-08,1731,STK006,BUY,83,83.0,12373.32
940,2023-03-08,4955,STK009,SELL,89,216.83,1066396.73
941,2023-03-08,1157,STK009,BUY,252,205.33,690200.98
942,2023-03-08,319,STK009,BUY,972,972.0,270610.89
943,2023-03-08,1513,STK009,BUY,134,201.5,647558.35
944,2023-03-08,182,STK010,BUY,1856,390.76,737331.61
945,2023-03-08,3588,STK010,BUY,85,175.4,783306.08
946,2023-03-08,4747,STK012,SELL,32,166.45,1151002.55
947,2023-03-08,4747,STK012,SELL,241,166.91,1144994.34
948,2023-03-08,4362,STK015,BUY,24,44.33,9435.48
949,2023-03-08,4955,STK017,SELL,156,216.21,1039920.05
950,2023-03-08,193,STK017,BUY,368,206.11,678010.84
951,2023-03-08,3588,STK018,SELL,127,174.61,764779.25
952,2023-03-08,1513,STK018,SELL,210,201.77,616923.43
953,2023-03-08,845,STK018,BUY,27,112.85,170047.94
954,2023-03-08,474,STK020,BUY,52,356.67,438861.01
955,2023-03-08,3938,STK020,BUY,48,203.81,431565.49
956,2023-03-09,4519,STK003,BUY,181,264.4,458172.1
957,2023-03-09,193,STK003,BUY,27,202.22,676220.07
958,2023-03-09,4747,STK006,SELL,114,166.58,1283380.44
959,2023-03-09,3588,STK006,BUY,146,174.15,805639.88
960,2023-03-09,4747,STK006,SELL,483,168.51,1215261.88
961,2023-03-09,193,STK008,BUY,46,198.89,681799.97
962,2023-03-09,1870,STK009,BUY,75,75.0,25268.16
963,2023-03-09,474,STK009,BUY,57,326.7,449780.95
964,2023-03-09,1006,STK009,BUY,75,267.0,107965.25
965,2023-03-09,2489,STK010,BUY,1069,1069.0,192599.56
966,2023-03-09,4747,STK012,BUY,39,167.73,1216223.44
967,2023-03-09,3339,STK012,SELL,40,281.1,416234.22
968,2023-03-09,2507,STK012,BUY,494,494.0,12179.75
969,2023-03-09,4747,STK012,SELL,213,168.0,1210971.85
970,2023-03-09,1185,STK012,BUY,1398,342.88,207141.28
971,2023-03-09,2461,STK013,BUY,103,89.0,39781.64
972,2023-03-09,4747,STK017,BUY,166,167.99,1238716.0
973,2023-03-09,3938,STK018,SELL,98,201.41,428889.52
974,2023-03-09,4747,STK018,BUY,168,167.99,1262998.12
975,2023-03-09,3588,STK018,BUY,62,172.37,814601.14
976,2023-03-09,4747,STK020,BUY,170,168.0,1275325.09
977,2023-03-10,227,STK006,BUY,81,175.31,450109.58
978,2023-03-10,4747,STK006,BUY,208,168.24,1320932.41
979,2023-03-10,3339,STK006,SELL,214,275.0,384290.69
980,2023-03-10,4747,STK006,SELL,115,167.92,1305480.06
981,2023-03-10,1185,STK012,BUY,149,321.33,202472.39
982,2023-03-10,4955,STK012,SELL,693,221.07,1085135.55
983,2023-03-10,4519,STK012,SELL,232,262.86,452212.55
984,2023-03-10,1513,STK012,SELL,277,204.12,676422.36
985,2023-03-10,4747,STK013,SELL,108,167.58,1288519.74
986,2023-03-10,4512,STK013,BUY,106,106.0,16646.23
987,2023-03-10,3961,STK017,BUY,206,315.0,89393.55
988,2023-03-10,3324,STK017,BUY,84,84.0,13948.75
989,2023-03-10,4955,STK019,BUY,83,219.68,1091977.79
990,2023-03-13,4688,STK003,BUY,46,46.0,607.02
991,2023-03-13,4747,STK006,BUY,37,166.82,1290488.59
992,2023-03-13,4519,STK006,SELL,238,261.73,420450.05
993,2023-03-13,227,STK006,SELL,93,169.43,434883.26
994,2023-03-13,4955,STK007,BUY,416,221.64,1147275.61
995,2023-03-13,182,STK008,SELL,370,389.61,683644.97
996,2023-03-13,4955,STK009,BUY,227,221.69,1225093.22
997,2023-03-13,4955,STK009,BUY,83,220.33,1253546.35
998,2023-03-13,4747,STK009,BUY,4236,190.21,2742626.75
999,2023-03-13,182,STK009,SELL,277,383.68,588686.93
1000,2023-03-13,1157,STK010,BUY,129,202.61,730316.55
1001,2023-03-13,4023,STK012,BUY,375,350.25,429213.35
1002,2023-03-13,3938,STK012,BUY,291,203.4,438690.06
1003,2023-03-13,3588,STK012,SELL,132,171.73,776612.76
1004,2023-03-13,277,STK013,BUY,92,92.0,14372.34
1005,2023-03-13,4747,STK013,SELL,134,189.89,2721693.12
1006,2023-03-13,537,STK013,BUY,78,77.0,25122.96
1007,2023-03-13,3812,STK013,BUY,111,76.67,39538.08
1008,2023-03-13,3938,STK013,BUY,67,200.43,449156.88
1009,2023-03-13,3936,STK013,BUY,151,105.5,31288.3
1010,2023-03-13,1157,STK018,BUY,18,196.24,733023.48
1011,2023-03-13,4023,STK018,BUY,5,323.69,429965.28
1012,2023-03-13,4955,STK018,SELL,44,218.62,1246929.4
1013,2023-03-13,4955,STK020,SELL,156,218.02,1236065.41
1014,2023-03-13,4955,STK020,SELL,60,216.51,1231886.95
1015,2023-03-14,4571,STK003,BUY,89,89.0,1181.72
1016,2023-03-14,2096,STK006,BUY,248,490.33,184213.49
1017,2023-03-14,3588,STK006,BUY,233,172.68,852400.93
1018,2023-03-14,3382,STK006,BUY,170,170.0,24555.87
1019,2023-03-14,4700,STK009,SELL,117,221.57,148309.83
1020,2023-03-14,182,STK009,BUY,172,373.1,651464.35
1021,2023-03-14,182,STK010,BUY,39,357.19,658382.93
1022,2023-03-14,3772,STK012,BUY,95,133.67,54121.96
1023,2023-03-14,946,STK013,BUY,65,65.0,10103.88
1024,2023-03-14,2098,STK016,BUY,98,98.0,7479.26
1025,2023-03-14,3623,STK018,BUY,64,89.0,19088.22
1026,2023-03-14,2707,STK018,BUY,95,274.0,38489.71
1027,2023-03-14,193,STK018,BUY,214,199.21,720840.22
1028,2023-03-15,1019,STK006,BUY,68,68.0,9515.0
1029,2023-03-15,227,STK006,SELL,64,162.4,414359.37
1030,2023-03-15,3846,STK006,BUY,456,456.0,63806.45
1031,2023-03-15,4747,STK006,SELL,18,188.91,2610430.21
1032,2023-03-15,4747,STK006,SELL,112,188.47,2594758.45
1033,2023-03-15,637,STK006,SELL,118,106.67,12374.13
1034,2023-03-15,1422,STK007,BUY,44,150.5,42923.51
1035,2023-03-15,1157,STK008,BUY,123,193.8,749984.36
1036,2023-03-15,1745,STK008,BUY,113,113.0,13551.27
1037,2023-03-15,193,STK010,BUY,69,196.55,725610.83
1038,2023-03-15,2480,STK010,BUY,613,377.0,156256.13
1039,2023-03-15,4955,STK011,SELL,75,215.18,1211504.2
1040,2023-03-15,336,STK012,BUY,131,96.67,19110.79
1041,2023-03-15,4747,STK012,BUY,333,189.29,2602640.26
1042,2023-03-15,1261,STK012,BUY,28,28.0,662.74
1043,2023-03-15,583,STK012,BUY,499,878.33,91217.07
1044,2023-03-15,1157,STK012,SELL,76,190.0,748185.51
1045,2023-03-15,4519,STK013,BUY,118,255.48,433571.76
1046,2023-03-15,3363,STK013,BUY,79,231.33,64241.13
1047,2023-03-15,2594,STK016,BUY,42,68.0,16198.25
1048,2023-03-15,4747,STK018,BUY,429,190.63,2665836.72
1049,2023-03-15,487,STK019,BUY,158,158.0,12591.24
1050,2023-03-15,3555,STK020,BUY,158,158.0,10898.81
1051,2023-03-16,4925,STK006,BUY,87,87.0,12946.21
1052,2023-03-16,1513,STK006,BUY,45,199.3,650022.1
1053,2023-03-16,3588,STK006,BUY,60,170.97,854730.21
1054,2023-03-16,4747,STK006,BUY,824,194.14,2673185.76
1055,2023-03-16,4747,STK009,BUY,54,193.37,2689910.86
1056,2023-03-16,1513,STK009,BUY,823,217.65,904925.03
1057,2023-03-16,1956,STK009,BUY,62,62.0,19202.89
1058,2023-03-16,193,STK010,BUY,53,193.68,745190.93
1059,2023-03-16,1513,STK012,SELL,87,213.91,902875.2
1060,2023-03-16,4024,STK013,BUY,53,53.0,8272.97
1061,2023-03-16,845,STK013,BUY,14,105.79,178030.71
1062,2023-03-16,4955,STK018,SELL,48,213.62,1180909.79
1063,2023-03-16,4747,STK018,BUY,44,192.55,2696611.25
1064,2023-03-16,4747,STK018,BUY,92,192.0,2710621.15
1065,2023-03-17,2552,STK001,BUY,39,39.0,5136.63
1066,2023-03-17,537,STK002,BUY,8,54.0,26617.99
1067,2023-03-17,227,STK003,BUY,105,158.81,413786.88
1068,2023-03-17,4955,STK006,SELL,815,219.19,1079800.83
1069,2023-03-17,4955,STK006,SELL,160,218.64,1056133.75
1070,2023-03-17,4023,STK006,SELL,206,315.29,440617.17
1071,2023-03-17,2707,STK007,BUY,615,359.25,140437.75
1072,2023-03-17,192,STK008,BUY,273,351.67,155778.24
1073,2023-03-17,845,STK009,BUY,210,112.73,246606.65
1074,2023-03-17,1870,STK009,SELL,39,57.0,11419.82
1075,2023-03-17,4023,STK010,BUY,263,311.8,485714.1
1076,2023-03-17,4716,STK012,BUY,77,188.25,163615.25
1077,2023-03-17,1513,STK012,BUY,1568,251.53,955611.47
1078,2023-03-17,4955,STK012,SELL,81,217.39,1054203.94
1079,2023-03-17,3588,STK013,BUY,495,175.81,935886.41
1080,2023-03-17,4747,STK013,BUY,86,191.42,2782860.55
1081,2023-03-17,1513,STK018,BUY,200,250.14,987109.68
1082,2023-03-17,4023,STK018,SELL,15,293.25,483351.74
1083,2023-03-17,1438,STK018,BUY,734,271.5,197780.69
1084,2023-03-17,1816,STK018,BUY,63,89.83,75234.67
1085,2023-03-17,4747,STK020,BUY,25,190.52,2784644.79
1086,2023-03-20,1157,STK001,BUY,166,189.25,745004.38
1087,2023-03-20,3961,STK001,BUY,14,239.75,93884.21
1088,2023-03-20,1438,STK003,BUY,12,219.6,195618.3
1089,2023-03-20,193,STK006,BUY,47,190.8,734208.84
1090,2023-03-20,1157,STK006,BUY,115,187.0,760407.11
1091,2023-03-20,2461,STK006,SELL,24,72.75,34617.23
1092,2023-03-20,3588,STK006,BUY,773,184.59,981785.11
1093,2023-03-20,4955,STK006,BUY,412,219.14,1082080.61
1094,2023-03-20,2093,STK006,BUY,46,245.0,12215.87
1095,2023-03-20,1513,STK006,BUY,176,248.18,973525.86
1096,2023-03-20,3588,STK006,BUY,115,183.58,997187.84
1097,2023-03-20,4955,STK007,BUY,907,225.29,1225112.32
1098,2023-03-20,4747,STK008,SELL,6,189.53,2685857.87
1099,2023-03-20,2487,STK009,BUY,125,125.0,38105.28
1100,2023-03-20,653,STK009,BUY,109,408.33,182701.22
1101,2023-03-20,4955,STK009,SELL,373,226.59,1111406.16
1102,2023-03-20,4519,STK009,SELL,189,252.71,364600.4
1103,2023-03-20,4747,STK012,BUY,355,190.42,2694111.32
1104,2023-03-20,4747,STK012,SELL,175,190.34,2690042.72
1105,2023-03-20,4747,STK012,SELL,428,191.59,2680092.07
1106,2023-03-20,193,STK013,SELL,204,191.06,702784.75
1107,2023-03-20,4924,STK013,BUY,60,315.0,22494.4
1108,2023-03-20,3938,STK013,BUY,160,199.57,472045.16
1109,2023-03-20,4747,STK013,SELL,37,190.78,2674392.61
1110,2023-03-20,2461,STK018,BUY,75,73.2,46459.89
1111,2023-03-20,4747,STK018,SELL,137,190.5,2652760.0
1112,2023-03-20,4747,STK018,BUY,57,189.8,2661760.43
1113,2023-03-20,2649,STK018,BUY,87,87.0,13737.49
1114,2023-03-20,193,STK018,BUY,63,188.64,712732.59
1115,2023-03-20,3198,STK020,BUY,98,98.0,7022.57
1116,2023-03-21,990,STK003,BUY,39,39.0,531.77
1117,2023-03-21,3353,STK006,BUY,97,97.0,12956.37
1118,2023-03-21,4578,STK006,BUY,851,851.0,113668.81
1119,2023-03-21,2461,STK006,BUY,298,110.67,86731.99
1120,2023-03-21,4747,STK006,BUY,56,189.11,2736074.68
1121,2023-03-21,4747,STK006,SELL,184,189.08,2711497.64
1122,2023-03-21,3588,STK006,SELL,85,182.17,989407.0
1123,2023-03-21,2443,STK009,BUY,1026,1026.0,321172.68
1124,2023-03-21,4519,STK011,BUY,429,259.76,401256.85
1125,2023-03-21,3588,STK011,BUY,194,182.34,1003753.94
1126,2023-03-21,1976,STK012,BUY,747,747.0,16708.04
1127,2023-03-21,4955,STK018,BUY,86,225.36,1135469.95
1128,2023-03-21,182,STK018,BUY,52,343.32,634582.34
1129,2023-03-21,2148,STK018,BUY,134,134.0,22086.24
1130,2023-03-21,4747,STK018,SELL,62,188.43,2701278.64
1131,2023-03-22,4747,STK002,SELL,15,187.55,2628013.61
1132,2023-03-22,3498,STK004,BUY,10,166.17,120251.77
1133,2023-03-22,4955,STK006,SELL,117,224.42,1107508.15
1134,2023-03-22,4955,STK006,BUY,326,225.29,1150949.37
1135,2023-03-22,4955,STK008,BUY,245,225.46,1180417.1
1136,2023-03-22,4747,STK009,BUY,1599,194.71,3112343.49
1137,2023-03-22,4955,STK009,SELL,67,224.12,1160123.1
1138,2023-03-22,3938,STK009,SELL,126,198.04,442035.38
1139,2023-03-22,480,STK009,BUY,914,914.0,276846.47
1140,2023-03-22,192,STK009,BUY,3348,1100.75,1162087.91
1141,2023-03-22,4747,STK010,BUY,363,195.56,3173296.93
1142,2023-03-22,4666,STK010,BUY,36,36.0,6044.97
1143,2023-03-22,4955,STK012,SELL,95,223.03,1158099.2
1144,2023-03-22,1742,STK012,BUY,108,108.0,2300.85
1145,2023-03-22,3938,STK012,BUY,305,200.22,448533.15
1146,2023-03-22,72,STK012,BUY,486,486.0,10353.83
1147,2023-03-22,227,STK013,BUY,169,159.41,428417.44
1148,2023-03-22,4747,STK018,SELL,30,194.73,3168307.99
1149,2023-03-22,2506,STK018,BUY,49,49.0,8148.6
1150,2023-03-22,1760,STK018,BUY,53,53.0,8813.79
1151,2023-03-22,4700,STK019,BUY,411,245.25,172674.7
1152,2023-03-23,4955,STK001,BUY,81,221.85,1151399.83
1153,2023-03-23,4519,STK005,BUY,58,252.0,405965.53
1154,2023-03-23,3339,STK006,SELL,927,329.33,236033.06
1155,2023-03-23,1086,STK006,BUY,241,241.0,29897.47
1156,2023-03-23,3049,STK006,BUY,360,360.0,44660.12
1157,2023-03-23,4747,STK008,BUY,1566,201.59,3286473.15
1158,2023-03-23,193,STK008,SELL,22,185.56,708738.64
1159,2023-03-23,845,STK008,BUY,326,126.06,269785.46
1160,2023-03-23,4646,STK009,BUY,164,164.0,48275.48
1161,2023-03-23,4023,STK010,BUY,140,284.24,449898.1
1162,2023-03-23,227,STK011,BUY,281,166.17,440907.65
1163,2023-03-23,3938,STK012,SELL,146,199.14,447049.54
1164,2023-03-23,3572,STK013,BUY,66,47.67,18578.09
1165,2023-03-23,2001,STK013,BUY,184,184.0,28204.51
1166,2023-03-23,1513,STK013,BUY,67,243.54,955679.91
1167,2023-03-23,3163,STK016,BUY,241,260.5,377754.78
1168,2023-03-23,4747,STK018,SELL,584,203.49,3184822.29
1169,2023-03-23,1647,STK018,SELL,28,31.67,6038.94
1170,2023-03-23,3938,STK018,SELL,315,201.41,392220.73
1171,2023-03-23,53,STK019,BUY,180,180.0,14891.21
1172,2023-03-24,4747,STK006,BUY,44,202.7,3241922.38
1173,2023-03-24,2683,STK006,BUY,112,112.0,14241.83
1174,2023-03-24,4955,STK006,BUY,25,220.22,1158730.83
1175,2023-03-24,4747,STK006,BUY,103,202.21,3255019.77
1176,2023-03-24,4747,STK006,SELL,87,201.64,3243956.93
1177,2023-03-24,4955,STK006,SELL,223,220.25,1130374.34
1178,2023-03-24,2871,STK008,BUY,89,107.0,69758.49
1179,2023-03-24,4354,STK010,BUY,90,207.0,92649.71
1180,2023-03-24,4747,STK011,SELL,111,201.2,3235527.92
1181,2023-03-24,1513,STK012,BUY,323,245.53,983050.12
1182,2023-03-24,4023,STK013,BUY,79,272.83,472628.51
1183,2023-03-24,2426,STK013,BUY,26,355.44,511771.88
1184,2023-03-24,4986,STK015,BUY,16,16.0,331.77
1185,2023-03-24,3938,STK020,SELL,121,199.87,390056.65
1186,2023-03-24,227,STK020,BUY,67,160.95,452577.37
1187,2023-03-27,3163,STK006,SELL,169,250.33,371175.13
1188,2023-03-27,4747,STK006,SELL,186,201.13,3271955.84
1189,2023-03-27,4747,STK006,BUY,1147,205.7,3423391.73
1190,2023-03-27,4747,STK006,SELL,1135,210.16,3273540.18
1191,2023-03-27,4747,STK006,BUY,62,209.45,3281725.9
1192,2023-03-27,4747,STK009,SELL,238,209.59,3208598.14
1193,2023-03-27,1151,STK009,BUY,45,52.67,28930.0
1194,2023-03-27,3588,STK009,BUY,278,183.67,1077621.21
1195,2023-03-27,4354,STK010,SELL,73,173.5,80360.78
1196,2023-03-27,4519,STK012,BUY,147,248.11,415455.77
1197,2023-03-27,4747,STK012,SELL,329,210.16,3200801.13
1198,2023-03-27,4955,STK012,SELL,180,219.92,1138926.66
1199,2023-03-27,4629,STK013,BUY,714,390.0,183467.45
1200,2023-03-27,4747,STK013,BUY,68,209.49,3211446.1
1201,2023-03-27,3394,STK017,BUY,98,75.0,47199.96
1202,2023-03-27,193,STK018,BUY,61,183.29,735937.69
1203,2023-03-27,4160,STK018,BUY,10,10.0,1789.91
1204,2023-03-28,3938,STK005,BUY,61,197.25,389507.62
1205,2023-03-28,3173,STK006,BUY,384,384.0,47495.01
1206,2023-03-28,4747,STK006,SELL,380,210.29,3114796.11
1207,2023-03-28,4747,STK006,SELL,264,210.54,3082143.29
1208,2023-03-28,3588,STK009,SELL,140,183.07,997419.19
1209,2023-03-28,4987,STK010,BUY,27,47.0,5225.82
1210,2023-03-28,4955,STK010,SELL,50,218.55,1120154.63
1211,2023-03-28,324,STK012,BUY,30,30.0,678.94
1212,2023-03-28,4747,STK012,SELL,303,210.97,3075286.03
1213,2023-03-28,3338,STK012,BUY,345,345.0,7807.77
1214,2023-03-28,4955,STK017,BUY,85,217.48,1135439.59
1215,2023-03-28,4955,STK018,BUY,108,216.61,1153807.96
1216,2023-03-28,1513,STK018,BUY,43,240.59,986308.72
1217,2023-03-28,4747,STK018,BUY,42,210.19,3082429.29
1218,2023-03-28,583,STK018,BUY,39,668.5,92875.25
1219,2023-03-29,3588,STK002,BUY,65,181.47,1060203.86
1220,2023-03-29,4747,STK006,BUY,331,210.74,3073415.04
1221,2023-03-29,1797,STK006,BUY,427,427.0,58958.86
1222,2023-03-29,2576,STK006,BUY,108,108.0,14912.31
1223,2023-03-29,4747,STK007,BUY,60,210.05,3082330.24
1224,2023-03-29,1182,STK007,BUY,63,63.0,9360.96
1225,2023-03-29,4519,STK008,BUY,266,248.75,432809.52
1226,2023-03-29,193,STK011,BUY,138,182.48,736197.66
1227,2023-03-29,4519,STK012,BUY,88,243.21,434731.26
1228,2023-03-29,2552,STK012,BUY,34,36.5,5655.1
1229,2023-03-29,4747,STK012,BUY,127,209.67,3085103.66
1230,2023-03-29,1513,STK013,BUY,25,235.45,985513.02
1231,2023-03-29,4591,STK018,BUY,41,41.0,6608.47
1232,2023-03-29,1513,STK018,SELL,192,234.44,954566.02
1233,2023-03-29,4747,STK018,BUY,72,209.05,3096708.78
1234,2023-03-29,1278,STK018,BUY,121,146.0,43114.22
1235,2023-03-29,4955,STK020,BUY,52,215.31,1138028.59
1236,2023-03-29,4955,STK020,SELL,60,214.1,1133748.44
1237,2023-03-29,441,STK020,BUY,80,80.0,5706.87
1238,2023-03-30,3322,STK005,BUY,21,129.5,39478.86
1239,2023-03-30,4023,STK006,BUY,123,264.95,498419.41
1240,2023-03-30,4857,STK006,BUY,272,272.0,37511.37
1241,2023-03-30,4955,STK006,SELL,423,215.72,1049556.45
1242,2023-03-30,1170,STK006,BUY,57,57.0,7860.84
1243,2023-03-30,4580,STK006,BUY,3401,3401.0,469030.04
1244,2023-03-30,4519,STK006,BUY,269,244.07,458592.89
1245,2023-03-30,3588,STK008,BUY,119,180.64,1056231.54
1246,2023-03-30,2862,STK008,BUY,238,238.0,28217.26
1247,2023-03-30,319,STK009,BUY,120,546.0,305317.6
1248,2023-03-30,1513,STK009,BUY,189,233.41,965575.3
1249,2023-03-30,4747,STK012,SELL,127,208.67,2944237.47
1250,2023-03-30,3339,STK012,BUY,998,380.77,244282.06
1251,2023-03-30,3588,STK012,BUY,415,183.72,1064679.59
1252,2023-03-30,4334,STK013,BUY,185,185.0,28395.51
1253,2023-03-30,845,STK013,BUY,77,123.18,279909.61
1254,2023-03-30,2470,STK017,BUY,341,341.0,63764.7
1255,2023-03-30,2988,STK018,BUY,129,149.33,23335.15
1256,2023-03-30,2844,STK020,BUY,317,317.0,22019.74
1257,2023-03-31,193,STK006,SELL,105,181.12,728117.48
1258,2023-03-31,1464,STK006,BUY,95,95.0,13502.05
1259,2023-03-31,4747,STK006,BUY,27,207.86,2949800.66
1260,2023-03-31,4955,STK008,SELL,221,215.76,1014311.05
1261,2023-03-31,203,STK009,BUY,60,58.5,26011.81
1262,2023-03-31,193,STK010,BUY,383,184.6,790555.61
1263,2023-03-31,845,STK010,BUY,148,124.56,305795.67
1264,2023-03-31,2364,STK012,BUY,26,26.0,547.34
1265,2023-03-31,3588,STK013,SELL,122,182.92,1062128.48
1266,2023-03-31,3938,STK013,SELL,72,194.93,380006.84
1267,2023-03-31,3588,STK013,BUY,90,181.73,1075639.84
1268,2023-03-31,4955,STK018,BUY,163,215.36,1040961.73
1269,2023-03-31,1513,STK019,BUY,350,236.0,1001876.45
1270,2023-04-03,2988,STK006,BUY,366,203.5,79183.51
1271,2023-04-03,4747,STK006,SELL,352,208.5,2842753.93
1272,2023-04-03,4747,STK006,BUY,509,209.84,2916496.85
1273,2023-04-03,3193,STK007,BUY,274,274.0,39243.28
1274,2023-04-03,1513,STK008,BUY,94,232.91,1002445.34
1275,2023-04-03,398,STK009,BUY,233,233.0,63008.93
1276,2023-04-03,1157,STK009,SELL,745,203.41,546086.49
1277,2023-04-03,4955,STK009,SELL,148,214.85,1003652.31
1278,2023-04-03,845,STK009,SELL,379,137.95,201779.77
1279,2023-04-03,563,STK009,BUY,151,81.0,55986.38
1280,2023-04-03,319,STK012,BUY,33,375.0,296035.53
1281,2023-04-03,4747,STK012,BUY,137,209.52,2919535.21
1282,2023-04-03,4747,STK013,SELL,277,209.82,2878199.44
1283,2023-04-03,4747,STK013,BUY,62,209.17,2887451.49
1284,2023-04-03,3808,STK013,BUY,96,96.0,14325.75
1285,2023-04-03,3938,STK013,BUY,86,192.95,398210.88
1286,2023-04-03,4955,STK018,BUY,136,214.26,1027278.46
1287,2023-04-03,1157,STK018,SELL,121,201.06,525066.16
1288,2023-04-03,1772,STK019,BUY,31,31.0,2775.36
1289,2023-04-03,3322,STK020,BUY,90,116.33,50359.98
1290,2023-04-04,4519,STK006,SELL,78,238.71,455663.37
1291,2023-04-04,1824,STK006,BUY,189,189.0,25669.78
1292,2023-04-04,4023,STK006,SELL,129,258.15,474478.43
1293,2023-04-04,583,STK006,BUY,77,550.2,96431.74
1294,2023-04-04,4955,STK006,BUY,846,218.97,1133884.64
1295,2023-04-04,3588,STK006,BUY,195,181.9,1061063.06
1296,2023-04-04,2594,STK006,SELL,94,76.67,2909.95
1297,2023-04-04,4747,STK009,BUY,33,208.39,2814894.33
1298,2023-04-04,1049,STK009,BUY,140,140.0,36703.07
1299,2023-04-04,4747,STK009,BUY,151,208.14,2854481.21
1300,2023-04-04,4647,STK010,BUY,364,173.33,74423.29
1301,2023-04-04,4599,STK010,BUY,336,336.0,52636.18
1302,2023-04-04,2091,STK012,BUY,48,48.0,1027.25
1303,2023-04-04,3339,STK012,BUY,205,368.21,241919.78
1304,2023-04-04,4955,STK012,BUY,175,218.64,1137629.82
1305,2023-04-04,4700,STK013,SELL,57,224.33,151740.52
1306,2023-04-04,4747,STK013,SELL,50,207.46,2847037.42
1307,2023-04-04,193,STK013,BUY,79,182.81,788862.64
1308,2023-04-04,182,STK013,BUY,187,336.52,626217.02
1309,2023-04-04,4747,STK018,SELL,31,206.69,2841704.33
1310,2023-04-04,1185,STK018,BUY,144,303.6,221607.07
1311,2023-04-04,3938,STK018,SELL,97,191.23,371687.48
1312,2023-04-04,583,STK018,SELL,39,465.0,89722.37
1313,2023-04-04,470,STK018,BUY,80,80.0,13762.81
1314,2023-04-04,4747,STK018,BUY,183,206.59,2873186.75
1315,2023-04-04,3938,STK018,BUY,130,190.16,394052.04
1316,2023-04-04,4955,STK020,BUY,85,217.66,1143516.69
1317,2023-04-04,139,STK020,BUY,89,89.0,6163.9
1318,2023-04-05,2387,STK001,BUY,51,51.0,6511.54
1319,2023-04-05,3163,STK005,BUY,64,231.7,347489.3
1320,2023-04-05,4747,STK006,BUY,51,205.92,3003531.95
1321,2023-04-05,2372,STK008,BUY,175,159.67,61685.38
1322,2023-04-05,46,STK009,BUY,288,288.0,79733.88
1323,2023-04-05,3938,STK009,BUY,75,188.17,413017.28
1324,2023-04-05,227,STK010,BUY,67,156.25,440992.9
1325,2023-04-05,845,STK012,BUY,469,154.5,208982.43
1326,2023-04-05,4955,STK012,BUY,104,216.83,1159578.6
1327,2023-04-05,4747,STK013,SELL,12,205.09,3001762.66
1328,2023-04-05,3588,STK013,SELL,374,184.3,1042530.23
1329,2023-04-05,1964,STK018,BUY,263,168.5,48703.44
1330,2023-04-05,1157,STK019,BUY,147,199.56,529290.31
1331,2023-04-06,4747,STK006,BUY,40,204.39,2964094.42
1332,2023-04-06,4927,STK006,BUY,79,79.0,11025.67
1333,2023-04-06,1513,STK006,BUY,967,248.53,1127326.25
1334,2023-04-06,182,STK006,BUY,254,333.08,664161.1
1335,2023-04-06,872,STK006,BUY,484,484.0,67549.7
1336,2023-04-06,4955,STK009,SELL,282,217.3,1074323.12
1337,2023-04-06,3354,STK009,BUY,646,646.0,175766.97
1338,2023-04-06,4519,STK009,SELL,268,239.62,380332.33
1339,2023-04-06,4747,STK009,SELL,1367,209.32,2592154.1
1340,2023-04-06,3911,STK010,BUY,517,517.0,81299.64
1341,2023-04-06,4955,STK011,BUY,177,217.01,1088655.15
1342,2023-04-06,4747,STK012,BUY,239,209.44,2597210.09
1343,2023-04-06,1872,STK012,BUY,36,36.0,761.57
1344,2023-04-06,4747,STK012,SELL,27,208.68,2596638.91
1345,2023-04-06,637,STK012,BUY,280,150.0,19091.77
1346,2023-04-06,845,STK013,BUY,39,149.0,215025.96
1347,2023-04-06,4747,STK017,SELL,166,208.5,2566141.2
1348,2023-04-06,4023,STK018,BUY,136,252.33,501710.83
